# id_vlba RUNNING_ID_name     bmaj    bmin    bpa      ra_peak      dec_peak   ra_peak_err dec_peak_err p_spur     rms_image   peak_flux   peak_dflux  snr_peak tot_flux    tot_dflux   snr_tot  FLUX_VLBA   L_VLBA      L_VLBA_1sigma sep_arcsec ID_COSMOS RA_counterpart DEC_counterpart cat_ctp    zbest      zphot  zspec   zspec_ref Mstar    SNR_IR   SFR_IR         eSFR_IR        vla_slope   f1p4ghz_peak_final f1p4ghz_final df1p4ghz_final f3ghz_peak  f3ghz     df3ghz   f1p4ghz      df1p4ghz    f1p3ghz     df1p3ghz   f600mhz     df600mhz  f300mhz     df300mhz   LIR_SD      Lradio_1p4ghz q_IR        q_IR_z0p5   flux_ratio_vlba_vla delta_q_IR q_IR_corr   q_IR_z0p5_corr flag_A3COSMOS LIR_A3COSMOS id_cluster flag_cluster dist_center_arcmin dist_real_center_arcmin xray_det id_chandra Lx_2_10 
  120     VLBA_COSMOS_NEP0120 21.1413 9.1142  165.7998 150.08522999 2.16244694 5.2E-7      1.12E-6      0.92019713 1.8056E-5   3.279E-5    2.64E-6     4.251469 3.279E-5    2.64E-6     4.251469 3.279E-5    23.16887093 22.90974998   0.23732761 98238     150.08516492   2.16243606      vla3       0.99559999 0.9956 -99.0   -99       10.71854 9.13719  100.80031144   38.55011911    -0.79929731 3.053131E-5        3.279E-5      2.64E-6        1.660288E-5 1.66E-5   2.4E-6   2.091074E-5  1.684827E-5 3.27927E-5  2.64092E-6 3.249E-5    3.4558E-5 3.0018E-4   8.3291E-5  12.00346187 23.16887053   2.84477754  3.0172095   1.0                 0.0        2.84477754  3.0172095      false         -99.0        -99.       none         5.11421            18.37312                false    N/A        -99.0   
  121     VLBA_COSMOS_NEP0121 26.6284 4.8952  162.379  150.33133996 2.16245194 3.1E-7      8.6E-7       0.77505869 7.046427E-6 3.233365E-5 8.327126E-6 4.588659 3.233365E-5 7.861114E-6 4.588659 3.233365E-5 24.36801529 23.70632935   0.27838364 711000    150.3313989    2.16240184      vla3       2.9342     3.1102 2.9342  107       10.8815  21.76366 931.41941661   354.02935031   -0.98841806 7.16863E-5         7.844E-5      3.36E-6        3.375021E-5 3.38E-5   2.9E-6   7.129158E-5  1.524051E-5 7.84411E-5  3.36249E-6 1.3508E-4   3.6468E-5 1.2013E-4   1.08072E-4 12.96914529 24.75289862   2.22643287  2.71601415  0.41220873          0.23077687 2.22643287  2.71601415     true          13.030002    -99.       none         11.26857           9.764895                false    N/A        -99.0   
  122     VLBA_COSMOS_NEP0122 21.338  8.1709  164.534  150.12417299 2.16223056 4.1E-7      9.5E-7       0.64156497 1.399291E-5 3.98E-5     2.99E-6     4.769741 3.98E-5     2.99E-6     4.588022 3.98E-5     23.21504974 22.76107597   0.29844174 100300    150.12422583   2.16216665      vla3       0.8371     0.8293 0.8371  40        10.24183 15.31337 56.66598196    3.70042218     -1.33198924 3.624725E-5        3.98E-5       2.99E-6        1.313396E-5 1.28E-5   2.3E-6   3.395504E-5  1.486363E-5 3.98041E-5  2.9894E-6  5.903E-5    3.5569E-5 1.5048E-4   1.04187E-4 11.75332242 23.21505026   2.54845836  2.65721099  1.0                 0.0        2.54845836  2.65721099     false         -99.0        -99.       none         3.63465            16.446948               false    N/A        -99.0   
  123     VLBA_COSMOS_NEP0123 21.1062 9.6274  166.6692 150.06405388 2.16116333 5.4E-7      1.13E-6      0.88231921 1.209154E-5 6.650347E-5 2.473791E-5 4.33406  6.650347E-5 2.470137E-5 4.172629 6.650347E-5 23.42670059 22.68633842   0.25457038 96837     150.06403836   2.16109434      vla3       0.963      0.963  -99.0   -99       10.60112 9.26313  41.63862027    17.24614898    -0.74819154 7.214024E-5        8.927E-5      3.9E-6         4.078789E-5 4.72E-5   3.3E-6   1.121882E-4  1.680874E-5 8.92702E-5  3.90124E-6 8.227E-5    3.4598E-5 1.6284E-4   7.6858E-5  11.61949633 23.5545626    2.07511992  2.19344035  0.74496995          0.59340865 2.07511992  2.19344035     false         -99.0        -99.       none         6.19279            19.501548               false    N/A        -99.0   
  124     VLBA_COSMOS_NEP0124 25.0227 5.1312  162.4756 150.29793964 2.16513917 3.1E-7      8.5E-7       0.54404533 7.176528E-6 3.509402E-5 7.859958E-6 4.89011  3.161871E-5 7.724658E-6 4.405851 3.509402E-5 23.59956932 22.91025162   0.31091919 709530    150.29801686   2.16510037      vla3       1.5        1.5    -99.0   -99       9.53758  6.95304  355.91803034   51.1888238     -0.75051798 3.338245E-5        3.563E-5      2.93E-6        1.884091E-5 1.88E-5   2.3E-6   1.045793E-5  1.525742E-5 3.56273E-5  2.92641E-6 4.836E-5    3.4758E-5 3.61092E-10 8.8241E-5  12.55134999 23.60615226   2.95538393  3.28355911  0.98495695          1.82266412 2.95538393  3.28355911     false         -99.0        -99.       none         9.315              9.974053                false    N/A        -99.0   
  125     VLBA_COSMOS_NEP0125 21.1646 9.1056  165.7372 150.08535103 2.16490306 5.1E-7      1.11E-6      0.96130115 1.802477E-5 2.932E-5    2.98E-6     4.166799 2.932E-5    2.98E-6     4.077592 2.932E-5    23.04619789 22.83490372   0.36685629 98567     150.08543353   2.16496296      vla3       0.9914     0.9914 -99.0   -99       10.47403 12.62271 119.79864163   42.08952276    -0.56618031 2.78602E-5         2.932E-5      2.98E-6        1.809599E-5 1.81E-5   2.5E-6   1.991875E-5  1.677782E-5 2.93167E-5  2.98438E-6 4.908E-5    3.4923E-5 1.4127E-4   8.3219E-5  12.07845189 23.04619875   3.04243934  3.22545117  1.0                 0.0        3.04243934  3.22545117     false         -99.0        -99.       none         5.01012            18.282813               false    N/A        -99.0   
  126     VLBA_COSMOS_NEP0126 21.4535 7.8731  164.1754 150.1361666  2.16521028 4.1E-7      9.6E-7       0.73648602 1.303155E-5 3.849E-5    4.36E-6     4.658777 3.849E-5    4.36E-6     4.658777 3.849E-5    23.81532478 23.34497261   0.36840733 101361    150.13626825   2.16522271      vla3       1.65470004 1.6547 -99.0   -99       9.75002  6.78292  177.30129855   71.03052023    -0.93219716 3.542668E-5        3.849E-5      4.36E-6        1.740923E-5 1.74E-5   2.5E-6   2.582586E-5  1.539966E-5 3.84928E-5  4.36009E-6 3.214E-5    3.592E-5  3.61092E-10 8.241E-5   12.24871192 23.81532534   2.44357277  2.74872498  1.0                 0.0        2.44357277  2.74872498     false         -99.0        -99.       none         3.19629            15.760046               false    N/A        -99.0   
  127     VLBA_COSMOS_NEP0127 21.7205 7.2861  163.6328 150.16144359 2.16514194 3.7E-7      8.9E-7       0.32647991 1.132843E-5 2.87E-5     8.55E-6     5.214796 2.87E-5     8.55E-6     5.214796 2.87E-5     22.67734146 22.27362823   0.22550304 102782    150.16145062   2.1650797       vla3       0.66299999 0.663  -99.0   -99       10.09676 14.68098 16.60014457    4.34403783     -0.72987423 2.705617E-5        2.87E-5       8.55E-6        1.551254E-5 1.55E-5   2.4E-6   5.163222E-5  1.61999E-5  2.88616E-5  5.893E-6   3.445E-5    3.4572E-5 -8.8E-6     8.7807E-5  11.22011187 22.6773406    2.55295746  2.60782628  1.0                 0.0        2.55295746  2.60782628     false         -99.0        -99.       none         3.1333             14.592553               false    N/A        -99.0   
  128     VLBA_COSMOS_NEP0128 21.1599 10.3484 168.0255 150.03187551 2.16286028 5.0E-7      1.03E-6      0.72914588 2.751734E-5 2.736E-5    3.55E-6     4.66865  2.736E-5    3.55E-6     4.66865  2.736E-5    23.09605026 23.09854126   0.3695488  55765     150.03193782   2.16294189      vla3       0.97500002 0.975  -99.0   -99       10.00295 11.07027 35.29002096    3.18782189     -0.89182201 2.534153E-5        2.736E-5      3.55E-6        1.284239E-5 1.28E-5   2.4E-6   9.075573E-6  1.573824E-5 2.73593E-5  3.54789E-6 1.287E-5    3.4721E-5 -1.05E-5    1.18787E-4 11.54765192 23.09605075   2.46178736  2.60542614  1.0                 0.0        2.46178736  2.60542614     false         -99.0        -99.       none         7.84454            21.140064               false    N/A        -99.0   
  129     VLBA_COSMOS_NEP0129 22.5865 6.2191  162.9188 150.21389861 2.16494139 3.5E-7      9.0E-7       0.7224865  9.068504E-6 2.672E-5    3.47E-6     4.677607 2.672E-5    3.47E-6     4.677607 2.672E-5    22.63016891 22.16086769   0.36836698 145494    150.21386333   2.16484533      cosmos_web 0.602      0.5967 0.602   56        10.46111 6.9922   16.7472368     3.2704248      -1.12817708 2.414737E-5        2.672E-5      3.47E-6        1.022E-5    1.022E-5  2.589E-6 3.679458E-5  1.594746E-5 2.67163E-5  3.46671E-6 2.67E-5     3.4364E-5 2.5033E-4   7.448E-5   11.22394316 22.63016915   2.60396021  2.63951355  1.0                 0.0        2.60396021  2.63951355     false         -99.0        -99.       none         4.85726            12.40301                false    N/A        -99.0   
  130     VLBA_COSMOS_NEP0130 21.2167 8.7939  165.2691 150.09814251 2.16568083 4.6E-7      1.03E-6      0.7596547  1.413552E-5 7.774536E-5 1.896894E-5 4.627615 7.774536E-5 1.82385E-5  4.546039 7.774536E-5 23.7342453  22.99388313   0.38646109 99560     150.09809606   2.16577763      vla3       1.17709994 1.1771 -99.0   -99       11.19978 10.68002 222.30121589   82.30045015    -0.85282487 6.749434E-5        8.953E-5      6.51E-6        3.523612E-5 4.33E-5   3.2E-6   7.61945E-5   1.495827E-5 8.95277E-5  6.50684E-6 9.866E-5    3.6069E-5 3.5134E-4   1.0938E-4  12.34694184 23.79553914   2.5615889   2.76604677  0.86837218          0.88065231 2.5615889   2.76604677     true          12.140002    -99.       none         4.40155            17.613461               false    N/A        -99.0   
  131     VLBA_COSMOS_NEP0131 21.5283 11.5641 170.8218 149.96483866 2.16951806 5.9E-7      1.14E-6      0.84474212 5.32125E-5  3.751E-5    4.1E-6      4.419883 3.751E-5    4.1E-6      4.419883 3.751E-5    24.11433411 24.26620102   0.36778586 52997     149.96474093   2.16948806      vla3       2.4539001  2.4539 -99.0   -99       10.39413 11.81482 382.20109983   167.70048258   -0.74495352 3.507821E-5        3.751E-5      4.1E-6         1.988213E-5 1.989E-5  2.5E-6   2.450168E-5  1.562299E-5 3.75147E-5  4.10384E-6 1.381E-5    3.4429E-5 1.0752E-4   8.8572E-5  12.58229193 24.114334     2.47814413  2.94301655  1.0                 0.0        2.47814413  2.94301655     false         -99.0        -99.       none         11.53524           24.635969               false    N/A        -99.0   
  132     VLBA_COSMOS_NEP0132 21.6791 7.4258  163.7024 150.15494359 2.16987333 3.9E-7      9.3E-7       0.7754246  1.158317E-5 3.36E-5     5.21E-6     4.587759 3.36E-5     5.21E-6     4.587759 3.36E-5     23.58721542 23.12470245   0.24039611 103190    150.15490984   2.1698157       vla3       1.64110005 1.6411 -99.0   -99       10.86069 11.85077 245.69817009   21.20984203    -0.55184988 3.201209E-5        3.36E-5       5.21E-6        2.10211E-5  2.1E-5    2.6E-6   6.596643E-5  1.672966E-5 3.36012E-5  5.21341E-6 3.62E-5     3.6327E-5 6.521E-5    9.1227E-5  12.39040192 23.58721486   2.81337326  3.16135713  1.0                 0.0        2.81337326  3.16135713     false         -99.0        -99.       none         2.79329            14.70531                false    N/A        -99.0   
  133     VLBA_COSMOS_NEP0133 21.2245 10.2056 167.491  150.03826394 2.17185222 5.8E-7      1.17E-6      0.84124315 2.491338E-5 3.269E-5    1.085E-5    4.428156 3.269E-5    1.085E-5    4.078845 3.269E-5    23.90567017 23.7876873    0.38585436 57656     150.03815696   2.17184443      vla3       2.4625001  2.4625 -99.0   -99       10.68334 10.03933 298.40213826   56.42040429    -0.4625129  2.762696E-5        3.269E-5      1.085E-5       1.941979E-5 1.939E-5  2.5E-6   3.514302E-5  1.675307E-5 2.87519E-5  8.18838E-6 1.9E-5      3.5365E-5 1.9402E-4   7.6543E-5  12.47480193 23.90567006   2.57931807  3.06474027  1.0                 0.0        2.57931807  3.06474027     false         -99.0        -99.       none         7.29065            20.562742               false    N/A        -99.0   
  134     VLBA_COSMOS_NEP0134 21.4118 11.2061 169.759  149.98776518 2.1711525  5.7E-7      1.12E-6      0.77704966 4.121453E-5 3.377E-5    5.25E-6     4.583758 3.377E-5    5.25E-6     4.066327 3.377E-5    23.73680687 23.82332611   0.27849287 54407     149.98779334   2.17108044      vla3       1.70229995 1.7023 -99.0   -99       10.45733 10.71011 223.60003139   75.66001062    -0.81290716 3.148299E-5        3.377E-5      5.25E-6        1.694374E-5 1.69E-5   2.5E-6   3.160394E-5  1.781304E-5 3.37746E-5  5.24964E-6 3.81225E-10 3.5167E-5 1.4033E-4   6.0909E-5  12.34947186 23.73680653   2.62285153  2.96122013  1.0                 0.0        2.62285153  2.96122013     false         -99.0        -99.       none         10.16896           23.318487               false    N/A        -99.0   
  135     VLBA_COSMOS_NEP0135 27.0378 4.8077  162.3018 150.33917635 2.17273667 3.0E-7      8.4E-7       0.79975688 6.82019E-6  3.087879E-5 7.776714E-6 4.527556 3.087879E-5 7.311115E-6 4.527556 3.087879E-5 23.75471687 23.09885216   0.34716487 712766    150.33920059   2.17283001      vla3       1.62329996 1.6233 -99.0   -99       10.10029 10.08546 1288.2553989   524.66282705   -1.06404897 6.165221E-5        6.779E-5      2.95E-6        2.740032E-5 2.739E-5  2.7E-6   6.352797E-5  1.702098E-5 6.77947E-5  2.94966E-6 9.576E-5    3.5393E-5 2.0254E-4   9.2521E-5  13.11000197 24.09622207   3.0239661   3.39326457  0.45550662          0.2640074  3.0239661   3.39326457     true          13.110002    -99.       none         11.56166           9.11022                 false    N/A        -99.0   
  137     VLBA_COSMOS_NEP0137 21.6606 7.4522  163.7339 150.15396034 2.169065   4.0E-7      9.7E-7       0.52769673 1.162904E-5 3.099E-5    4.82E-6     4.912301 3.099E-5    4.82E-6     4.551334 3.099E-5    23.0729599  22.64728165   0.22918503 103502    150.15390615   2.16909847      vla3       1.01749    0.9587 1.01749 32        10.38178 7.50757  41.81016582    18.06007163    -0.49157944 2.099789E-5        3.099E-5      4.82E-6        1.443664E-5 2.039E-5  2.5E-6   2.953978E-5  1.584688E-5 3.09926E-5  4.82266E-6 5.773E-5    3.5382E-5 1.1805E-4   8.3272E-5  11.62128189 23.0729592    2.55850888  2.71969833  1.0                 0.0        2.55850888  2.71969833     false         -99.0        -99.       none         2.84469            14.791685               false    N/A        -99.0   
  138     VLBA_COSMOS_NEP0138 21.2208 10.0881 167.2514 150.04353922 2.1723075  5.8E-7      1.19E-6      0.7493698  1.222399E-5 4.522E-5    7.11E-6     4.641448 4.522E-5    7.11E-6     3.949475 4.522E-5    23.58423615 23.016119     0.29512439 97520     150.04359504   2.17224742      vla3       1.1954     1.1954 -99.0   -99       10.53882 6.06084  45.85197402    7.56527206     -1.0557111  4.119887E-5        4.522E-5      7.11E-6        1.842689E-5 1.84E-5   2.6E-6   4.842309E-5  1.655842E-5 4.52207E-5  7.10626E-6 4.136E-5    3.4815E-5 3.61092E-10 1.2055E-4  11.66135804 23.58423644   2.08730779  2.25780248  1.0                 0.0        2.08730779  2.25780248     false         -99.0        -99.       none         6.99193            20.273572               false    N/A        -99.0   
  139     VLBA_COSMOS_NEP0139 26.0708 4.9232  162.3671 150.32228499 2.17554889 3.0E-7      8.4E-7       0.69208395 6.685405E-6 3.151965E-5 7.954004E-6 4.714696 3.151962E-5 7.507349E-6 4.714692 3.151965E-5 24.2512207  23.57776833   0.20886422 712353    150.32222795   2.17555972      vla3       2.3664     2.3664 -99.0   -99       10.70191 3.78516  691.83415937   182.77535974   -1.21526464 3.04147E-5         3.378E-5      3.55E-6        1.20459E-5  1.2E-5    2.4E-6   2.649842E-5  1.500419E-5 3.37848E-5  3.55283E-6 3.258E-5    3.6246E-5 8.993E-5    1.0432E-4  12.840002   24.28129957   2.56888863  3.03468929  0.93308621          1.17448434 2.56888863  3.03468929     true          12.840002    -99.       none         10.53549           9.042312                false    N/A        -99.0   
  140     VLBA_COSMOS_NEP0140 28.3958 4.6598  162.2031 150.36012619 2.17635139 3.0E-7      8.4E-7       0.8207894  6.668227E-6 2.985094E-5 7.650439E-6 4.476592 2.985094E-5 7.16804E-6  4.476592 2.985094E-5 24.03885078 23.38790321   0.39768497 756840    150.36023015   2.17631383      vla3       2.49580002 2.4958 -99.0   -99       10.82938 7.04418  165.3986261    88.62926379    -0.75818607 1.027759E-4        1.1006E-4     4.02E-6        5.766824E-5 5.77E-5   3.8E-6   8.560922E-5  1.840798E-5 1.10062E-4  4.01982E-6 1.0705E-4   3.5952E-5 4.4636E-4   1.11729E-4 12.2185319  24.60552195   1.62319614  1.93248725  0.2712242           0.13740606 1.62319614  1.93248725     false         -99.0        -99.       none         12.73724           8.933884                false    N/A        -99.0   
  141     VLBA_COSMOS_NEP0141 23.8405 5.435   162.5038 150.26376884 2.17773306 3.1E-7      8.4E-7       0.12921925 7.393786E-6 4.135784E-5 8.193179E-6 5.593595 3.379794E-5 7.790085E-6 4.571127 4.135784E-5 24.23519707 23.48750496   0.33582847 709594    150.26377127   2.17782631      vla3       2.50209999 2.5021 -99.0   -99       10.21794 11.62228 175.59893845   66.12960023    -0.85422857 5.240141E-5        5.651E-5      2.28E-6        2.732745E-5 2.73E-5   2.7E-6   5.801981E-5  1.731957E-5 5.65134E-5  2.27738E-6 7.47E-5     3.3949E-5 9.768E-5    6.9329E-5  12.24452189 24.37076396   1.88394412  2.24375194  0.73186769          0.57165085 1.88394412  2.24375194     false         -99.0        -99.       none         7.12668            10.063036               false    N/A        -99.0   
  142     VLBA_COSMOS_NEP0142 21.2535 9.7681  166.5474 150.05707412 2.17753722 5.0E-7      1.05E-6      0.77910423 2.104744E-5 2.908E-5    3.62E-6     4.578688 2.908E-5    3.62E-6     4.417024 2.908E-5    23.15646553 23.01606941   0.24257176 98910     150.05709678   2.17747376      cosmos_web 0.97460002 0.9746 -99.0   -99       9.7      8.80369  43.15011016    9.63202459     -1.00813221 2.656413E-5        2.908E-5      3.62E-6        1.232E-5    1.232E-5  3.054E-6 2.479613E-5  1.589246E-5 2.90757E-5  3.61937E-6 2.364E-5    3.5085E-5 3.61092E-10 1.26758E-4 11.63498191 23.15646535   2.48870275  2.633802    1.0                 0.0        2.48870275  2.633802       false         -99.0        -99.       none         6.1115             19.397205               false    N/A        -99.0   
  143     VLBA_COSMOS_NEP0143 21.5315 7.8857  164.051  150.1347017  2.17702056 4.2E-7      9.8E-7       0.55656022 1.233933E-5 4.06E-5     3.2E-6      4.873418 4.06E-5     3.2E-6      4.873387 4.06E-5     22.86534119 22.34810638   0.34794263 103154    150.13461842   2.1769714       vla3       0.6795     0.6717 0.6795  25        10.4491  23.20472 42.89255235    1.84843519     -0.7851503  3.782004E-5        4.06E-5       3.2E-6         2.078943E-5 2.08E-5   2.5E-6   4.065096E-5  1.584878E-5 4.05975E-5  3.19771E-6 7.953E-5    3.724E-5  1.7568E-4   7.333E-5   11.63238189 22.86534033   2.77722776  2.84269613  1.0                 0.0        2.77722776  2.84269613     false         -99.0        -99.       none         2.56297            15.420453               false    N/A        -99.0   
  144     VLBA_COSMOS_NEP0144 21.845  7.2309  163.4463 150.16266335 2.18013167 4.2E-7      1.01E-6      1.0        1.067158E-5 3.322E-5    6.21E-6     4.062767 3.322E-5    6.21E-6     4.593502 3.322E-5    23.59291649 23.0997467    0.39955821 105194    150.16261997   2.18023384      cosmos_web 1.16869998 1.1687 -99.0   -99       11.09966 5.13231  41.40014588    22.87008059    -1.552996   2.89051E-5         3.322E-5      6.21E-6        8.85E-6     8.85E-6   2.903E-6 2.255613E-5  1.672742E-5 3.32211E-5  6.20683E-6 3.81225E-10 3.5628E-5 1.7811E-4   7.5484E-5  11.61700187 23.5929165    2.03427156  2.1948909   1.0                 0.0        2.03427156  2.1948909      false         -99.0        -99.       none         2.2675             13.958401               false    N/A        -99.0   
  145     VLBA_COSMOS_NEP0145 21.3065 9.1478  165.4878 150.0824041  2.18220972 5.2E-7      1.12E-6      0.87969249 1.201927E-5 6.610598E-5 2.063155E-5 4.339935 6.610598E-5 1.949177E-5 4.339935 6.610598E-5 23.08339691 22.34303284   0.29440545 100950    150.08247339   2.18216621      vla3       0.68       0.6089 0.68    25        10.41946 8.26146  13.07801677    1.58301937     -0.80995397 1.315634E-4        1.4851E-4     4.85E-6        7.096527E-5 7.45E-5   4.4E-6   1.425816E-4  1.742642E-5 1.48514E-4  4.8544E-6  1.5499E-4   3.5563E-5 3.1157E-4   7.8178E-5  11.11654189 23.43491114   1.69181695  1.73180488  0.44512819          0.25580734 1.69181695  1.73180488     false         -99.0        -99.       none         4.60967            17.920572               false    N/A        -99.0   
  146     VLBA_COSMOS_NEP0146 21.7899 7.3659  163.5285 150.15641914 2.18273972 4.4E-7      1.04E-6      0.91990983 1.089021E-5 2.702E-5    4.88E-6     4.252059 2.702E-5    4.88E-6     4.252059 2.702E-5    23.71841049 23.32376099   0.3154105  105208    150.15642111   2.18265213      cosmos_web 1.6895     1.4884 1.6895  31        9.92037  12.28103 66.08941231    5.38142215     -1.01336737 2.467872E-5        2.702E-5      4.88E-6        1.14E-5     1.14E-5   2.711E-6 2.534549E-5  1.428717E-5 2.70247E-5  4.88292E-6 3.81225E-10 3.513E-5  3.61092E-10 6.9E-5     11.82013189 23.71841108   2.111907    2.38202724  1.0                 0.0        2.111907    2.38202724     false         -99.0        -99.       none         2.04216            14.163631               false    N/A        -99.0   
  147     VLBA_COSMOS_NEP0147 25.5344 4.9763  162.3694 150.31173359 2.18256472 3.1E-7      8.6E-7       0.77296114 6.679451E-6 3.068422E-5 7.883091E-6 4.593823 3.068422E-5 7.551713E-6 4.593823 3.068422E-5 23.45654869 22.79437447   0.28493841 712737    150.31175118   2.18248755      vla3       1.37489998 1.3749 -99.0   -99       11.10245 17.31411 242.32911159   20.05199618    -0.758945   2.233537E-5        4.027E-5      3.18E-6        1.252528E-5 2.11E-5   2.5E-6   2.415426E-5  1.577206E-5 4.0274E-5   3.18157E-6 6.739E-5    3.4957E-5 2.0621E-4   6.8988E-5  12.38440559 23.57461499   2.8199768   3.10013595  0.76196224          0.62335415 2.8199768   3.10013595     false         -99.0        -99.       none         9.82853            8.755703                false    N/A        -99.0   
  148     VLBA_COSMOS_NEP0148 22.4529 6.4045  162.8918 150.20194936 2.18383194 3.5E-7      9.1E-7       0.62203664 8.837778E-6 3.674E-5    3.27E-6     4.792137 3.674E-5    3.27E-6     4.792137 3.674E-5    24.26233101 23.64353371   0.3275731  707367    150.20201779   2.18389198      vla3       2.52180004 2.5218 -99.0   -99       10.74448 8.48752  100.90017215   25.29004315    -0.98343411 3.372418E-5        3.674E-5      3.27E-6        1.593791E-5 1.59E-5   2.5E-6   2.086056E-5  1.660277E-5 3.67435E-5  3.2733E-6  4.544E-5    3.4769E-5 1.5994E-7   8.1239E-5  12.00389191 24.26233014   1.75174796  2.08872192  1.0                 0.0        1.75174796  2.08872192     false         -99.0        -99.       none         3.6087             12.038832               false    N/A        -99.0   
  149     VLBA_COSMOS_NEP0149 21.3741 10.135  166.9499 150.04043025 2.18704083 5.7E-7      1.16E-6      0.5865202  2.346792E-5 2.884E-5    8.77E-6     4.83516  2.884E-5    8.77E-6     4.167523 2.884E-5    23.44444656 23.35492706   0.24951654 60062     150.04044263   2.18710903      vla3       1.35599995 1.356  -99.0   -99       10.48883 10.80488 64.82937694    8.31092013     -0.83644789 2.811631E-5        2.884E-5      8.77E-6        1.486277E-5 1.49E-5   2.4E-6   3.057141E-5  1.668162E-5 3.03807E-5  6.3252E-6  7.911E-5    3.536E-5  2.5356E-4   9.6441E-5  11.81177185 23.4444475    2.37751055  2.6094102   1.0                 0.0        2.37751055  2.6094102      false         -99.0        -99.       none         6.87633            20.047837               false    N/A        -99.0   
  150     VLBA_COSMOS_NEP0150 22.677  6.1871  162.7609 150.21346077 2.18750056 3.4E-7      8.7E-7       0.36550373 8.505938E-6 3.234E-5    5.52E-6     5.163386 3.234E-5    5.52E-6     4.58718  3.234E-5    23.7102356  23.13021851   0.33968058 708466    150.21350528   2.18758377      cosmos_web 1.69860005 1.6986 -99.0   -99       9.97942  7.35226  211.99807813   28.8344386     -0.80000001 4.949335E-6        3.234E-5      5.52E-6        2.69E-6     2.69E-6   2.9E-6   1.450658E-5  1.520501E-5 3.2336E-5   5.52153E-6 1.3489E-4   3.4999E-5 1.1688E-4   1.05978E-4 12.32633192 23.71023652   2.6262816   2.96425541  1.0                 0.0        2.6262816   2.96425541     false         -99.0        -99.       none         4.1075             11.39697                false    N/A        -99.0   
  151     VLBA_COSMOS_NEP0151 21.3386 9.2225  165.5231 150.07933223 2.1858125  4.7E-7      1.02E-6      0.66238856 1.726642E-5 3.542E-5    3.5E-6      4.746767 3.542E-5    3.5E-6      4.746767 3.542E-5    23.13676834 22.82472229   0.23225243 101355    150.07927028   2.18583066      cosmos_web 0.934      0.9447 0.934   25        10.83582 6.88335  25.08140668    3.6437798      -0.80000001 1.322889E-5        3.542E-5      3.5E-6         7.19E-6     7.19E-6   2.733E-6 1.947042E-5  1.582974E-5 3.54157E-5  3.49906E-6 6.816E-5    3.5631E-5 3.61092E-10 8.3409E-5  11.39935189 23.13676865   2.27276943  2.39500035  1.0                 0.0        2.27276943  2.39500035     false         -99.0        -99.       none         4.69107            17.985455               false    N/A        -99.0   
  152     VLBA_COSMOS_NEP0152 21.4246 8.6122  164.7111 150.10397723 2.18639944 4.4E-7      9.9E-7       0.78731048 1.459315E-5 4.613E-5    5.49E-6     4.55842  4.613E-5    5.49E-6     4.55842  4.613E-5    23.94124222 23.44140816   0.09956693 102872    150.10396906   2.18642587      vla3       2.1        1.6523 2.1     99        11.19973 22.53877 611.60621505   151.20153649   -0.5208345  3.151046E-5        4.613E-5      5.49E-6        2.118664E-5 2.96E-5   2.7E-6   4.255978E-5  1.414235E-5 4.61269E-5  5.49138E-6 3.81225E-10 4.2038E-5 3.85139E-9  1.05895E-4 12.78647189 23.94124251   2.85541557  3.31633042  1.0                 0.0        2.85541557  3.31633042     true          12.730002    -99.       none         3.36114            16.672271               false    N/A        -99.0   
  153     VLBA_COSMOS_NEP0153 21.5137 10.8547 168.2674 150.0065117  2.19002972 6.1E-7      1.2E-6       0.99418473 3.109536E-5 5.532E-5    3.43E-6     4.099003 5.532E-5    3.43E-6     4.099003 5.532E-5    24.29825211 24.04806519   0.39418472 58593     150.00640307   2.1900441       vla3       2.16540003 2.1654 -99.0   -99       10.43091 12.53555 191.50137819   60.41043476    -1.02025864 5.049194E-5        5.532E-5      3.43E-6        2.320189E-5 2.32E-5   2.7E-6   4.043906E-5  1.751434E-5 5.53214E-5  3.43115E-6 9.761E-5    3.4748E-5 1.6693E-4   8.1435E-5  12.2821719  24.29825182   1.99410627  2.32597897  1.0                 0.0        1.99410627  2.32597897     false         -99.0        -99.       none         8.82999            21.857054               false    N/A        -99.0   
  154     VLBA_COSMOS_NEP0154 30.145  4.5316  161.7495 150.39861192 2.18853833 2.9E-7      8.1E-7       0.72486597 6.557549E-6 3.065265E-5 7.61104E-6  4.674407 3.065265E-5 7.126541E-6 4.674407 3.065265E-5 23.27658463 22.60685921   0.1514832  760578    150.39863175   2.18850121      vla3       1.18009996 1.1801 -99.0   -99       11.01386 28.09545 195.60135426   77.40053589    -0.68707844 9.447311E-5        1.2065E-4     3.89E-6        5.596157E-5 6.72E-5   4.099E-6 1.291629E-4  1.601533E-5 1.2065E-4   3.89093E-6 1.5042E-4   3.6851E-5 3.931E-4    7.1252E-5  12.29137186 23.8716446    2.42991346  2.62460633  0.25406258          0.12729761 2.42991346  2.62460633     true          12.200002    -99.       none         14.91854           8.765277                false    N/A        -99.0   
