# id_vlba RUNNING_ID_name     bmaj    bmin    bpa      ra_peak      dec_peak   ra_peak_err dec_peak_err p_spur     rms_image   peak_flux   peak_dflux  snr_peak tot_flux    tot_dflux   snr_tot  FLUX_VLBA   L_VLBA      L_VLBA_1sigma sep_arcsec ID_COSMOS RA_counterpart DEC_counterpart cat_ctp    zbest      zphot  zspec   zspec_ref Mstar    SNR_IR   SFR_IR         eSFR_IR        vla_slope   f1p4ghz_peak_final f1p4ghz_final df1p4ghz_final f3ghz_peak  f3ghz     df3ghz   f1p4ghz      df1p4ghz    f1p3ghz     df1p3ghz   f600mhz     df600mhz  f300mhz     df300mhz   LIR_SD      Lradio_1p4ghz q_IR        q_IR_z0p5   flux_ratio_vlba_vla delta_q_IR q_IR_corr   q_IR_z0p5_corr flag_A3COSMOS LIR_A3COSMOS id_cluster flag_cluster dist_center_arcmin dist_real_center_arcmin xray_det id_chandra Lx_2_10 
  255     VLBA_COSMOS_NEP0255 22.359  10.6442 165.5802 150.0044094  2.27424417 5.1E-7      1.04E-6      0.64746523 1.155469E-5 6.35508E-5  3.070051E-5 4.763192 6.35508E-5  3.461678E-5 4.763192 6.35508E-5  23.25279999 22.51243782   0.12501134 623145    150.00443224   2.27421799      vla3       0.82520002 0.8252 -99.0   -99       10.37176 27.1894  76.84080705    35.52037307    -0.76087124 8.231671E-5        8.814E-5      1.718E-5       4.609404E-5 4.61E-5   3.5E-6   8.623877E-5  1.756922E-5 8.81365E-5  1.71776E-5 1.4263E-4   3.633E-5  2.3351E-4   7.9925E-5  11.88559192 23.39485229   2.50092582  2.60415917  0.72102102          0.55442852 2.50092582  2.60415917     false         -99.0        -99.       none         9.46781            20.654225               false    N/A        -99.0   
  256     VLBA_COSMOS_NEP0256 26.9675 4.6086  161.7182 150.38374253 2.27700278 2.7E-7      7.6E-7       0.35892794 5.426755E-6 2.806907E-5 6.181601E-6 5.172349 2.725841E-5 6.130882E-6 5.022966 2.806907E-5 23.93572044 23.22203255   0.33469656 730401    150.38365423   2.2770321       vla3       2.35349989 2.3535 -99.0   -99       9.99526  5.3243   20345.23999728 7016.22655175  -0.72237143 2.140605E-5        4.07E-5       6.93E-6        1.234345E-5 2.2E-5    2.5E-6   5.302842E-5  1.664678E-5 4.07039E-5  6.92674E-6 3.81225E-10 4.077E-5  1.4927E-4   9.4355E-5  14.30846282 24.09708649   4.22156252  4.98308696  0.68965784          0.50815923 4.22156252  4.98308696     false         -99.0        -99.       none         14.39627           3.670104                false    N/A        -99.0   
  257     VLBA_COSMOS_NEP0257 23.331  6.0139  162.1652 150.21167415 2.27580167 3.4E-7      8.8E-7       0.54759222 7.076683E-6 3.457229E-5 8.029324E-6 4.88538  3.220885E-5 7.748319E-6 4.551405 3.457229E-5 23.95371437 23.26481628   0.3928818  677745    150.21165056   2.27569511      vla3       2.44029999 2.4403 -99.0   -99       10.26828 8.45029  437.62159715   103.48578316   -0.52173949 2.407222E-5        3.821E-5      3.72E-6        1.617424E-5 2.45E-5   2.6E-6   4.007674E-5  1.687963E-5 3.82088E-5  3.71817E-6 6.805E-5    3.5846E-5 3.61092E-10 9.7065E-5  12.64109875 23.99716334   2.65412161  3.14944302  0.90479676          1.02134828 2.65412161  3.14944302     false         -99.0        -99.       none         5.07706            8.527246                false    N/A        -99.0   
  258     VLBA_COSMOS_NEP0258 22.3733 10.4963 165.3248 150.01094805 2.2761975  5.0E-7      1.03E-6      0.58746511 1.134216E-5 3.711E-5    5.7E-6      4.833984 3.711E-5    5.7E-6      4.833984 3.711E-5    25.18011475 24.66531944   0.13286623 623740    150.01095186   2.27616079      cosmos_web 3.76859999 3.7686 -99.0   -99       10.8     5.52058  351.79680139   135.89876438   -1.71509132 3.181902E-5        3.711E-5      5.7E-6         8.61E-6     8.61E-6   2.649E-6 6.452846E-5  1.922234E-5 3.71052E-5  5.69681E-6 2.729E-5    3.6241E-5 1.7937E-4   9.8535E-5  12.54629189 25.18011392   1.37636416  1.74692882  1.0                 0.0        1.37636416  1.74692882     false         -99.0        -99.       none         9.15211            20.251519               false    N/A        -99.0   
  259     VLBA_COSMOS_NEP0259 22.3572 8.7957  163.4957 150.08332384 2.27851111 4.6E-7      1.02E-6      0.81923509 1.39363E-5  2.717E-5    4.97E-6     4.480299 2.717E-5    4.97E-6     4.480299 2.717E-5    22.90627289 22.6163311    0.13852506 671153    150.08336058   2.27849959      vla3       0.8341     0.6217 0.8341  56        10.25362 8.05185  41.33140089    5.13315536     -0.80467241 2.527144E-5        2.717E-5      4.97E-6        1.368639E-5 1.369E-5  2.3E-6   6.75864E-6   1.589885E-5 2.71682E-5  4.97388E-6 4.882E-5    3.5001E-5 5.256E-5    1.00936E-4 11.61628013 22.90627367   2.72019266  2.83531849  1.0                 0.0        2.72019266  2.83531849     false         -99.0        -99.       none         5.52328            15.941857               false    N/A        -99.0   
  260     VLBA_COSMOS_NEP0260 22.3915 8.9152  163.5492 150.07784415 2.28107278 4.7E-7      1.03E-6      0.80133528 1.445163E-5 2.538E-5    2.97E-6     4.523627 2.538E-5    2.97E-6     4.457941 2.538E-5    23.68041229 23.4358387    0.29604805 628401    150.07781426   2.2811494       cosmos_web 1.83000004 1.83   -99.0   -99       11.32279 6.69542  197.88511486   33.90048664    -0.80000001 1.418564E-5        2.538E-5      2.97E-6        7.71E-6     7.71E-6   2.642E-6 1.964435E-5  1.678723E-5 2.538E-5    2.96843E-6 3.916E-5    3.4569E-5 1.2616E-4   9.5461E-5  12.29641313 23.68041299   2.62618633  2.99334061  1.0                 0.0        2.62618633  2.99334061     false         -99.0        -99.       none         5.87814            16.241011               false    N/A        -99.0   
  262     VLBA_COSMOS_NEP0262 22.7666 12.0632 168.1414 149.91230833 2.28170194 6.0E-7      1.15E-6      0.77635425 7.662966E-5 3.971E-5    6.26E-6     4.58547  3.971E-5    6.26E-6     4.58547  3.971E-5    24.04885101 24.33434868   0.27371561 576172    149.91228914   2.28162837      cosmos_web 1.55044    1.6493 1.55044 32        10.9404  5.38319  250.3380649    46.50368737    -1.64161731 3.42794E-5         3.971E-5      6.26E-6        9.81E-6     9.81E-6   2.962E-6 2.689814E-5  1.66843E-5  3.9712E-5   6.26401E-6 3.81225E-10 3.6599E-5 3.61092E-10 8.7526E-5  12.39852689 24.04885071   2.35986237  2.63272717  1.0                 0.0        2.35986237  2.63272717     false         -99.0        -99.       none         14.85837           26.084167               false    N/A        -99.0   
  263     VLBA_COSMOS_NEP0263 23.9947 5.4527  162.0149 150.24682439 2.28639278 3.3E-7      8.8E-7       0.83630055 6.195453E-6 2.750659E-5 7.171901E-6 4.439803 3.091045E-5 7.304036E-6 4.989215 2.750659E-5 24.47039223 23.82302856   0.31290852 724355    150.24687588   2.28632272      cosmos_web 2.97070003 2.9707 -99.0   -99       9.45585  6.79722  1833.43144137  528.89878709   -1.25510781 3.383573E-5        3.786E-5      4.88E-6        1.3E-5      1.3E-5    2.725E-6 4.226712E-5  1.6982E-5   3.78636E-5  4.8833E-6  3.81225E-10 3.7491E-5 3.61092E-10 9.0553E-5  13.26326467 24.60913634   2.66431453  3.25637681  0.7265343           0.56309714 2.66431453  3.25637681     false         -99.0        -99.       none         7.1011             6.32837                 false    N/A        -99.0   
  264     VLBA_COSMOS_NEP0264 24.01   5.428   162.014  150.2486052  2.28584528 3.0E-7      8.1E-7       0.36263901 6.236445E-6 3.191E-5    4.49E-6     5.167291 3.191E-5    4.49E-6     4.87291  3.191E-5    23.0623436  22.35335541   0.27176674 724420    150.24865805   2.28579133      vla3       0.90179998 0.9018 -99.0   -99       10.75906 7.61695  58.5506691     28.23032261    -0.8252733  2.958598E-5        3.191E-5      4.49E-6        1.577343E-5 1.58E-5   2.5E-6   5.233413E-5  1.683427E-5 3.19106E-5  4.49139E-6 4.867E-5    3.5445E-5 2.111E-4    9.4528E-5  11.76753186 23.06234454   2.71537352  2.85152193  1.0                 0.0        2.71537352  2.85152193     false         -99.0        -99.       none         7.16897            6.240038                false    N/A        -99.0   
  265     VLBA_COSMOS_NEP0265 24.0389 5.4482  162.0024 150.2469642  2.2886175  3.2E-7      8.6E-7       0.70826185 6.158755E-6 2.892226E-5 7.141584E-6 4.69612  2.850384E-5 7.023249E-6 4.628182 2.892226E-5 23.70423889 23.03249931   0.25287226 724791    150.24690614   2.2886571       vla3       1.6358     1.6358 -99.0   -99       11.19619 10.59155 532.79714945   181.09903109   -0.99184941 8.297741E-5        1.1521E-4     9.57E-6        3.896408E-5 4.95E-5   3.3E-6   1.059359E-4  1.71892E-5  1.15213E-4  9.57123E-6 1.6648E-4   3.431E-5  3.6808E-4   9.4246E-5  12.72656189 24.30449718   2.43225091  2.73196258  0.25103947          0.12554107 2.43225091  2.73196258     false         -99.0        -99.       none         7.18608            6.277359                false    N/A        -99.0   
  266     VLBA_COSMOS_NEP0266 22.5355 10.2074 164.6691 150.02143335 2.28867278 5.3E-7      1.1E-6       0.80266094 2.22079E-5  2.781E-5    5.05E-6     4.520327 2.781E-5    5.05E-6     4.520327 2.781E-5    24.67139816 24.57370377   0.36425449 626315    150.02147622   2.28858111      vla3       4.28490019 4.2849 -99.0   -99       11.20803 4.46873  485.01666561   176.61238374   -0.95766368 2.557669E-5        2.781E-5      5.05E-6        1.232719E-5 1.23E-5   2.4E-6   3.434603E-5  1.690114E-5 2.78071E-5  5.05389E-6 3.81225E-10 3.7616E-5 2.2022E-4   1.60585E-4 12.68575666 24.67139799   2.02454486  2.62465587  1.0                 0.0        2.02454486  2.62465587     true          12.550002    -99.       none         8.91984            19.534699               false    N/A        -99.0   
  268     VLBA_COSMOS_NEP0268 22.8392 11.9358 167.4972 149.92194554 2.28982083 6.6E-7      1.25E-6      1.0        1.082922E-5 5.956071E-5 7.307758E-5 3.915978 5.956071E-5 7.019246E-5 3.915978 5.956071E-5 24.24072456 23.5003624    0.39907405 577686    149.92195323   2.28993142      vla3       2.4460001  2.446  -99.0   -99       10.74692 15.82179 564.49738285   142.59933887   -0.61230274 7.54859E-5         7.966E-5      6.61E-6        4.733668E-5 4.729E-5  3.4E-6   8.054693E-5  1.566723E-5 7.96649E-5  6.61441E-6 1.1088E-4   4.5926E-5 1.0919E-4   1.2053E-4  12.75166193 24.36700471   2.39484342  2.84274738  0.74768656          0.59805961 2.39484342  2.84274738     true          12.640002    -99.       none         14.4452            25.462294               false    N/A        -99.0   
  269     VLBA_COSMOS_NEP0269 23.4917 6.1161  162.1005 150.20395697 2.29005583 3.6E-7      9.1E-7       0.73018974 7.203758E-6 3.362171E-5 8.666039E-6 4.667246 3.362171E-5 8.162855E-6 4.667246 3.362171E-5 23.48665047 22.81758881   0.2904974  679279    150.20390104   2.28999762      vla3       1.59940004 1.5994 -99.0   -99       10.14267 8.10377  67.61015306    8.34304889     -0.36770085 6.417673E-5        7.76E-5       2.1E-5         4.849211E-5 4.85E-5   3.4E-6   7.488376E-5  1.792661E-5 6.63374E-5  1.47282E-5 5.229E-5    3.47E-5   9.269E-5    7.7251E-5  11.83001192 23.84989184   1.99030627  2.22916062  0.43326949          0.24662341 1.99030627  2.22916062     false         -99.0        -99.       none         5.42852            8.723304                false    N/A        -99.0   
  270     VLBA_COSMOS_NEP0270 26.7873 4.4002  161.8994 150.35083776 2.29056917 2.8E-7      7.8E-7       0.66272736 5.21428E-6  2.474903E-5 6.043958E-6 4.746394 2.474903E-5 5.826854E-6 4.746394 2.474903E-5 23.214571   22.5382061    0.14437652 730655    150.35084663   2.29060828      vla3       1.43280005 1.4328 -99.0   -99       10.99039 17.27098 218.19858548   42.88972196    -0.26588787 2.942072E-5        5.184E-5      1.417E-5       2.402405E-5 3.5E-5    2.8E-6   3.354859E-5  2.04129E-5  4.38958E-5  8.81831E-6 1.616E-5    3.8591E-5 2.4726E-4   7.7146E-5  12.33885193 23.53567708   2.81336104  3.10825812  0.47741184          0.28184044 2.81336104  3.10825812     false         -99.0        -99.       none         12.76281           2.064782                false    N/A        -99.0   
  271     VLBA_COSMOS_NEP0271 26.8298 4.4949  161.7566 150.36907384 2.29060806 2.8E-7      7.9E-7       0.67330211 5.198371E-6 2.461425E-5 5.978704E-6 4.734993 2.461425E-5 5.832498E-6 4.734993 2.461425E-5 23.39941025 22.72409248   0.18947691 731737    150.36910058   2.2906534       vla3       1.432      1.3355 1.432   31        10.83535 12.387   115.86106888   37.71477552    -0.75222072 2.101973E-5        3.473E-5      5.91E-6        1.184806E-5 1.83E-5   2.4E-6   3.882234E-5  1.633946E-5 3.47301E-5  5.90631E-6 3.81225E-10 3.9291E-5 1.4076E-4   7.4591E-5  12.06393753 23.5489292    2.52519453  2.78969678  0.70873166          0.53570672 2.52519453  2.78969678     false         -99.0        -99.       none         13.7957            2.488249                false    N/A        -99.0   
  272     VLBA_COSMOS_NEP0272 22.57   9.3611  163.7357 150.05703054 2.29288639 4.5E-7      9.8E-7       0.31785047 1.658712E-5 3.234E-5    4.99E-6     5.225626 3.234E-5    4.99E-6     5.225626 3.234E-5    24.07641411 23.78644562   0.09795388 629068    150.0570039    2.29288075      cosmos_web 2.44614    2.4683 2.44614 69        10.95762 8.52009  465.29875447   164.79955886   -0.80000001 1.276892E-5        3.234E-5      4.99E-6        6.94E-6     6.94E-6   2.763E-6 3.565094E-5  1.641506E-5 3.23443E-5  4.98877E-6 3.81225E-10 3.5107E-5 -5.9E-6     1.39706E-4 12.66773189 24.07641386   2.60150423  3.08808548  1.0                 0.0        2.60150423  3.08808548     false         -99.0        -99.       none         7.28617            17.383192               false    N/A        -99.0   
  273     VLBA_COSMOS_NEP0273 22.7833 11.2508 165.9133 149.96770083 2.29518722 5.9E-7      1.16E-6      0.94170141 1.088199E-5 5.985094E-5 4.20999E-5  4.207208 5.985094E-5 4.23875E-5  4.364686 5.985094E-5 24.2423172  23.50195503   0.18702157 624246    149.96766742   2.29522703      vla3       2.45420003 2.4542 -99.0   -99       9.96544  5.97071  876.99936032   334.90092532   -0.60552703 6.371991E-5        8.537E-5      1.436E-5       4.016519E-5 4.64E-5   3.3E-6   7.36111E-5   1.784866E-5 2.96919E-10 7.81355E-6 8.401E-5    3.416E-5  1.5648E-4   1.3387E-4  12.94299928 24.39655157   2.5566339   3.03628448  0.70107704          0.52444073 2.5566339   3.03628448     false         -99.0        -99.       none         11.98682           22.703283               false    N/A        -99.0   
  274     VLBA_COSMOS_NEP0274 22.6723 8.2511  162.9109 150.10279631 2.29269167 4.4E-7      1.0E-6       0.69490021 1.20985E-5  4.86E-5     7.79E-6     4.711463 4.86E-5     7.79E-6     4.711463 4.86E-5     23.22721481 22.62330818   0.13954114 674586    150.10282025   2.29272217      vla3       0.9265     0.9569 0.9265  56        10.61154 8.62099  56.77286088    7.19393251     -0.66433514 2.292418E-5        4.86E-5       7.79E-6        1.381667E-5 2.76E-5   2.6E-6   4.524968E-5  1.571427E-5 4.8602E-5   7.78655E-6 7.547E-5    3.5631E-5 1.0856E-4   9.3134E-5  11.75414078 23.22721389   2.53711309  2.67142006  1.0                 0.0        2.53711309  2.67142006     false         -99.0        -99.       none         5.42762            14.655936               false    N/A        -99.0   
  275     VLBA_COSMOS_NEP0275 26.5592 4.5959  161.7494 150.37905043 2.29315278 3.1E-7      8.6E-7       0.27294213 5.303291E-6 2.80435E-5  6.18529E-6  5.287942 2.246644E-5 5.992116E-6 4.23632  2.80435E-5  22.83800697 22.11471939   0.36696374 732774    150.37914554   2.29318964      vla3       0.7486     0.7205 0.7486  56        10.70001 8.80979  32.84588652    3.72833955     -0.92582511 3.057848E-5        4.819E-5      6.14E-6        1.50999E-5  2.19E-5   2.5E-6   4.559632E-5  1.572536E-5 4.81856E-5  6.14315E-6 6.929E-5    3.9284E-5 4.803E-5    1.41424E-4 11.51648099 23.07313105   2.45353614  2.53233368  0.58193605          0.37875728 2.45353614  2.53233368     false         -99.0        -99.       none         14.41791           2.769174                false    N/A        -99.0   
  276     VLBA_COSMOS_NEP0276 22.6764 9.5557  163.7971 150.04740417 2.29922972 4.5E-7      9.8E-7       0.23790315 1.095774E-5 6.026757E-5 2.207419E-5 5.344141 6.026757E-5 2.068116E-5 5.344141 6.026757E-5 23.63389015 22.89352798   0.37681254 629507    150.04735481   2.2991374       vla3       1.38590002 1.3859 -99.0   -99       10.28847 48.01108 184.09920198   3.83451338     -0.43087143 6.98648E-5         7.26E-5       1.23E-5        5.030868E-5 5.03E-5   3.6E-6   8.177512E-5  1.672955E-5 7.26026E-5  1.23025E-5 1.405E-4    3.3287E-5 2.3936E-4   7.0713E-5  12.26505191 23.71474343   2.56049467  2.81755743  0.83013182          0.76988797 2.56049467  2.81755743     false         -99.0        -99.       none         7.97162            17.922628               false    N/A        -99.0   
  277     VLBA_COSMOS_NEP0277 22.7732 8.165   162.7963 150.10549215 2.29766667 4.7E-7      1.07E-6      0.15382585 1.181546E-5 3.41E-5     4.68E-6     5.522428 3.41E-5     4.68E-6     4.099147 3.41E-5     23.24243355 22.78212929   0.33789033 675481    150.1054559    2.29758008      vla3       0.95033    0.9402 0.95033 49        10.53077 23.30984 71.05353991    3.04822199     -1.15950775 3.080782E-5        3.41E-5       4.68E-6        1.273127E-5 1.27E-5   2.5E-6   3.472291E-5  1.587566E-5 3.40972E-5  4.67566E-6 3.76E-5     3.8243E-5 1.8061E-4   8.861E-5   11.85158572 23.2424341    2.61933781  2.76499561  1.0                 0.0        2.61933781  2.76499561     false         -99.0        -99.       none         5.59829            14.460117               false    N/A        -99.0   
  278     VLBA_COSMOS_NEP0278 22.6994 8.6403  163.0919 150.08571828 2.29766278 4.5E-7      1.02E-6      0.72994173 1.164425E-5 6.404338E-5 1.582754E-5 4.66758  6.404338E-5 1.500948E-5 4.66758  6.404338E-5 23.72192383 22.98156166   0.22093963 631843    150.08575091   2.29761078      vla3       1.2535     1.16   1.2535  25        10.6     26.05052 201.02584207   7.71677186     -0.87123303 7.817952E-5        1.3841E-4     3.82E-6        4.024582E-5 6.59E-5   4.099E-6 1.181768E-4  1.903485E-5 1.38409E-4  3.81888E-6 1.2263E-4   3.5873E-5 4.5534E-4   9.5275E-5  12.30325189 24.05661702   2.25682106  2.45434133  0.46270771          0.26978939 2.25682106  2.45434133     false         -99.0        -99.       none         6.26783            15.64011                false    N/A        -99.0   
  279     VLBA_COSMOS_NEP0279 26.0945 4.4318  161.8944 150.34098554 2.30091222 3.0E-7      8.4E-7       0.79025096 5.128782E-6 2.334179E-5 6.130387E-6 4.551137 2.248975E-5 6.040841E-6 4.385009 2.334179E-5 23.20960808 22.55148697   0.29380095 731756    150.34099258   2.30099353      vla3       1.42359996 1.4236 -99.0   -99       11.02265 6.92366  125.89311185   18.18307163    -0.3339442  2.57248E-5         4.585E-5      5.77E-6        1.99443E-5  3.45E-5   2.8E-6   3.875626E-5  1.674893E-5 4.5851E-5   5.77179E-6 7.196E-5    4.1023E-5 1.1986E-4   8.6631E-5  12.10000197 23.50281238   2.60737579  2.87843246  0.5090903           0.30899839 2.60737579  2.87843246     true          12.100002    -99.       none         12.45204           1.435835                false    N/A        -99.0   
  280     VLBA_COSMOS_NEP0280 22.7722 8.8269  163.1425 150.07701718 2.303175   5.1E-7      1.11E-6      0.91564548 1.428474E-5 2.569E-5    4.86E-6     4.261183 2.569E-5    4.86E-6     4.261183 2.569E-5    23.78466606 23.52977371   0.0538609  632186    150.07701892   2.30316014      cosmos_web 2.01889992 2.0189 -99.0   -99       9.62676  5.8407   342.69821838   68.49964388    -0.80000001 3.109434E-6        2.569E-5      4.86E-6        1.69E-6     1.69E-6   2.703E-6 7.930037E-6  1.85407E-5  2.56942E-5  4.86451E-6 1.015E-5    3.4887E-5 5.066E-5    1.01636E-4 12.53491185 23.78466653   2.76043152  3.18854252  1.0                 0.0        2.76043152  3.18854252     false         -99.0        -99.       none         6.85533            16.129986               false    N/A        -99.0   
  281     VLBA_COSMOS_NEP0281 22.7205 9.2706  163.5108 150.05902193 2.30097583 4.6E-7      1.0E-6       0.69670796 1.635776E-5 4.107E-5    6.15E-6     4.709387 4.107E-5    6.15E-6     4.709387 4.107E-5    22.95010757 22.55030632   0.37368633 630654    150.0589847    2.30107274      cosmos_web 0.732      0.7429 0.732   25        9.69853  5.62261  24.33895289    4.32875489     -0.80000001 6.237266E-6        4.107E-5      6.15E-6        3.39E-6     3.39E-6   3.192E-6 1.160914E-5  1.789861E-5 4.10683E-5  6.15476E-6 3.81225E-10 3.4909E-5 6.646E-5    8.2689E-5  11.38630189 22.95010805   2.44638004  2.51998793  1.0                 0.0        2.44638004  2.51998793     false         -99.0        -99.       none         7.5169             17.217508               false    N/A        -99.0   
  282     VLBA_COSMOS_NEP0282 23.4897 6.5557  162.0942 150.17751159 2.30513861 3.7E-7      9.2E-7       0.78744024 7.982704E-6 3.638596E-5 9.201607E-6 4.5581   3.638596E-5 8.732594E-6 4.5581   3.638596E-5 24.2561512  23.59736824   0.12546425 680063    150.17749165   2.30511002      vla3       2.29850006 2.2985 -99.0   -99       10.59229 6.0428   68.03962606    38.72978714    -1.16751805 3.454382E-5        3.836E-5      3.09E-6        1.418828E-5 1.419E-5  2.4E-6   3.954642E-5  1.738397E-5 3.83584E-5  3.0936E-6  4.056E-5    3.4596E-5 1.2699E-4   7.3154E-5  11.83276192 24.27909675   1.56385137  1.83967154  0.94853916          1.28852311 1.56385137  1.83967154     false         -99.0        -99.       none         5.55541            10.119286               false    N/A        -99.0   
  283     VLBA_COSMOS_NEP0283 22.7992 8.9717  163.2165 150.07066029 2.305095   4.9E-7      1.08E-6      0.86800539 1.498843E-5 2.993E-5    3.64E-6     4.36643  2.993E-5    3.64E-6     4.36643  2.993E-5    23.33206367 23.03171349   0.22125194 632176    150.07063376   2.30515045      vla3       1.15380001 1.1538 -99.0   -99       9.44855  7.15675  332.26621602   63.94653107    -0.95242992 2.752946E-5        2.993E-5      3.64E-6        1.33214E-5  1.33E-5   2.4E-6   2.129467E-5  1.65928E-5  2.99341E-5  3.63792E-6 6.642E-5    3.6496E-5 1.1069E-4   6.9201E-5  12.52148619 23.33206412   3.19960827  3.4473361   1.0                 0.0        3.19960827  3.4473361      true          12.440002    -99.       none         7.2003             16.504746               false    N/A        -99.0   
  284     VLBA_COSMOS_NEP0284 26.354  4.5365  161.782  150.37005659 2.3056675  2.9E-7      8.1E-7       0.47446761 5.193003E-6 2.591054E-5 6.210413E-6 4.98951  2.618514E-5 6.268812E-6 5.042388 2.591054E-5 24.01265907 23.3146019    0.36990147 734149    150.37007887   2.30556719      vla3       2.5374999  2.5375 -99.0   -99       10.64586 20.37971 780.10282464   217.50078754   -0.79295911 4.159674E-5        6.052E-5      1.125E-5       2.272978E-5 3.08E-5   2.7E-6   4.760358E-5  1.69801E-5  6.05167E-5  1.12495E-5 1.494E-4    4.0204E-5 1.2277E-4   1.10164E-4 12.89215185 24.38108155   2.5212565   3.00901419  0.42813192          0.24270414 2.5212565   3.00901419     false         -99.0        -99.       none         14.17294           1.867016                false    N/A        -99.0   
  285     VLBA_COSMOS_NEP0285 22.9806 11.1513 165.4043 149.96943477 2.30823111 5.7E-7      1.13E-6      0.87507647 3.700992E-5 4.04E-5     7.77E-6     4.350261 4.04E-5     7.77E-6     4.350261 4.04E-5     23.45492363 23.41686058   0.32859801 626428    149.96937706   2.30830187      vla3       1.35029995 1.3503 -99.0   -99       10.65855 6.96665  119.90073731   25.4501565     -0.48195896 2.291587E-5        4.04E-5       7.77E-6        1.587125E-5 2.68E-5   2.6E-6   3.574334E-5  1.666683E-5 4.04033E-5  7.77061E-6 3.822E-5    3.4418E-5 1.98E-6     1.12527E-4 12.07882185 23.4549231    2.63408495  2.8895674   1.0                 0.0        2.63408495  2.8895674      false         -99.0        -99.       none         12.22751           22.556071               false    N/A        -99.0   
  286     VLBA_COSMOS_NEP0286 23.8965 6.0243  161.9744 150.20647306 2.3085625  3.6E-7      9.2E-7       0.87142467 7.099814E-6 3.09449E-5  8.141953E-6 4.358551 3.09449E-5  7.632645E-6 4.358551 3.09449E-5  23.00041008 22.36106873   0.27684765 682203    150.20642203   2.30850493      vla3       0.9038     0.9627 0.9038  31        10.37469 15.497   72.44804748    4.67497203     -0.6432729  4.986384E-5        5.464E-5      1.506E-5       3.053984E-5 3.05E-5   2.8E-6   4.470346E-5  1.53281E-5  5.27538E-5  1.12703E-5 5.121E-5    3.4646E-5 2.8287E-4   8.0585E-5  11.86002669 23.2473319    2.62288098  2.75498869  0.56634154          0.36285217 2.62288098  2.75498869     false         -99.0        -99.       none         6.44182            8.37672                 false    N/A        -99.0   
  287     VLBA_COSMOS_NEP0287 22.8439 9.9209  163.9641 150.0295719  2.30746139 5.3E-7      1.1E-6       0.78253436 1.092642E-5 6.009531E-5 2.381335E-5 4.570217 6.009531E-5 2.287017E-5 4.444994 6.009531E-5 23.07525826 22.33489609   0.27524043 629953    150.02949981   2.30743575      vla3       0.7255     0.6607 0.7255  56        10.61059 8.11523  88.32196852    10.88348933    -0.6691583  3.067778E-5        8.699E-5      4.14E-6        1.842201E-5 4.92E-5   3.3E-6   7.875056E-5  1.846365E-5 8.6995E-5   4.144E-6   1.4373E-4   3.3608E-5 3.1997E-4   1.08138E-4 11.94606874 23.23588748   2.72036745  2.80004817  0.6908301           0.5098028  2.72036745  2.80004817     false         -99.0        -99.       none         9.1232             18.950436               false    N/A        -99.0   
  288     VLBA_COSMOS_NEP0288 23.0629 8.0959  162.573  150.10535326 2.31285528 4.4E-7      1.01E-6      0.83428067 1.108517E-5 6.096843E-5 1.350476E-5 4.444559 6.096843E-5 1.340249E-5 4.444559 6.096843E-5 24.28394318 23.5435791    0.11810791 677487    150.10537766   2.31283333      vla3       2.28293    2.3774 2.28293 108       10.69698 19.03559 810.00167684   234.30249847   -0.80172013 6.395562E-5        6.869E-5      4.37E-6        3.471481E-5 3.47E-5   2.9E-6   5.759376E-5  1.636869E-5 6.86902E-5  4.37269E-6 3.623E-5    3.59E-5   3.4614E-4   8.8744E-5  12.90848592 24.33573101   2.58294111  3.03553844  0.8875882           0.94918809 2.58294111  3.03553844     false         -99.0        -99.       none         6.41205            14.394616               false    N/A        -99.0   
  289     VLBA_COSMOS_NEP0289 23.005  9.7089  163.5855 150.03654392 2.31711417 5.1E-7      1.07E-6      0.89304584 1.088902E-5 5.988961E-5 2.134792E-5 4.310622 5.988961E-5 2.05182E-5  4.310622 5.988961E-5 24.08564949 23.34528732   0.3550023  632870    150.03648963   2.31719652      cosmos_web 1.4626     1.69   1.4626  10        10.81275 20.1574  288.40447846   41.99075276    -1.4643866  5.385185E-5        6.14E-5       1.082E-5       1.764E-5    1.764E-5  3.351E-6 4.228829E-5  1.75812E-5  6.14033E-5  1.08224E-5 7.073E-5    3.4798E-5 2.13E-4     1.16596E-4 12.460002   24.09646668   2.37372152  2.62912544  0.97540081          1.60907927 2.37372152  2.62912544     true          12.460002    -99.       none         9.16814            18.515715               false    N/A        -99.0   
  290     VLBA_COSMOS_NEP0290 23.091  11.4218 165.7155 149.95186936 2.31296417 5.5E-7      1.09E-6      0.70162255 4.499555E-5 4.133E-5    3.96E-6     4.703744 4.133E-5    3.96E-6     4.703744 4.133E-5    23.49911308 23.53601837   0.29847909 626162    149.95193162   2.31301898      vla3       1.2227     1.2227 -99.0   -99       10.79559 6.25637  75.55998966    25.40999652    -0.85210673 2.484708E-5        4.133E-5      3.96E-6        1.297878E-5 2.0E-5    2.5E-6   3.494109E-5  1.662808E-5 4.1327E-5   3.95721E-6 6.837E-5    3.6995E-5 1.457E-4    1.17298E-4 11.87829189 23.49911365   2.38936444  2.59112412  1.0                 0.0        2.38936444  2.59112412     false         -99.0        -99.       none         13.28669           23.588985               false    N/A        -99.0   
