# id_vlba RUNNING_ID_name     bmaj    bmin    bpa      ra_peak      dec_peak   ra_peak_err dec_peak_err p_spur     rms_image   peak_flux   peak_dflux  snr_peak tot_flux    tot_dflux   snr_tot  FLUX_VLBA   L_VLBA      L_VLBA_1sigma sep_arcsec ID_COSMOS RA_counterpart DEC_counterpart cat_counterpart zbest      zphot  zspec      zspec_ref Mstar    SNR_IR   SFR_IR        eSFR_IR        vla_slope   f1p4ghz_peak_final f1p4ghz_final df1p4ghz_final f3ghz_peak  f3ghz     df3ghz   f1p4ghz      df1p4ghz    f1p3ghz     df1p3ghz   f600mhz     df600mhz  f300mhz     df300mhz   LIR_SD      Lradio_1p4ghz q_IR       q_IR_z0    flux_ratio_vlba_vla delta_q_IR q_IR_corr  q_IR_z0_corr flag_A3COSMOS LIR_A3COSMOS id_cluster flag_cluster dist_center_arcmin dist_real_center_arcmin xray_det id_chandra Lx_2_10 
  136     VLBA_COSMOS_NEP0136 21.3213 8.4556  164.7481 150.11170698 2.17107667 4.3E-7      9.8E-7       0.77801281 1.464878E-5 6.711171E-5 1.650435E-5 4.581384 6.711171E-5 1.542937E-5 4.581384 6.711171E-5 23.98736    23.32636452   0.28146217 574299    150.1116115    2.17104036      cosmos2020      1.6677     1.6677 -99.0      -99       10.96    7.18907  77.14         29.24          -0.75       1.312391E-5        1.312391E-5   4.741255E-6    7.41E-6     7.41E-6   2.677E-6 5.766118E-10 1.571573E-5 2.23503E-5  3.08709E-6 3.81225E-10 3.5821E-5 1.9311E-4   8.7264E-5  11.88728189 23.27862527   2.61884281 3.13460563 5.11369887          0.0        2.61884281 3.13460563   false         -99.0        -99.       none         3.61145            16.761637               false    N/A        -99.0   
  137     VLBA_COSMOS_NEP0137 21.6606 7.4522  163.7339 150.15396034 2.169065   4.0E-7      9.7E-7       0.52769673 1.162904E-5 5.712534E-5 1.347684E-5 4.912301 5.292765E-5 1.271232E-5 4.551334 5.712534E-5 23.33856583 22.64728165   0.22918503 574636    150.15390615   2.16909847      cosmosweb       1.01749    1.0046 1.01749    100       10.38178 7.50757  41.81016582   18.06007163    -0.49157944 2.099789E-5        2.965696E-5   3.636214E-6    1.443664E-5 2.039E-5  2.5E-6   2.953978E-5  1.584688E-5 3.09926E-5  4.82266E-6 5.773E-5    3.5382E-5 1.1805E-4   8.3272E-5  11.62128189 23.05386433   2.57760375 2.93130702 1.92620334          0.0        2.57760375 2.93130702   false         -99.0        -99.       none         2.84469            14.791685               false    N/A        -99.0   
  138     VLBA_COSMOS_NEP0138 21.2208 10.0881 167.2514 150.04353922 2.1723075  5.8E-7      1.19E-6      0.7493698  2.397349E-5 1.112717E-4 2.728451E-5 4.641448 9.468269E-5 2.668615E-5 3.949475 1.112717E-4 23.99745369 23.33080101   0.29512439 574884    150.04359504   2.17224742      vla3            1.22       1.2357 1.22       2         10.14    6.06084  120.8         19.9312        -1.0557111  4.119887E-5        4.113875E-5   5.813084E-6    1.842689E-5 1.84E-5   2.6E-6   4.842309E-5  1.655842E-5 4.52207E-5  7.10626E-6 4.136E-5    3.4815E-5 3.61092E-10 1.2055E-4  12.08207189 23.56532043   2.52693765 2.92449311 2.70479102          0.0        2.52693765 2.92449311   false         -99.0        -99.       none         6.99193            20.273572               false    N/A        -99.0   
  139     VLBA_COSMOS_NEP0139 26.0708 4.9232  162.3671 150.32228499 2.17554889 3.0E-7      8.4E-7       0.69208395 6.685405E-6 3.151965E-5 7.954004E-6 4.714696 3.151962E-5 7.507349E-6 4.714692 3.151965E-5 24.2512207  23.57776833   0.20886422 575381    150.32222795   2.17555972      cosmosweb       2.3664     2.3664 -99.0      -99       10.70191 3.78516  279.60304065  73.86820331    -1.21526464 3.04147E-5         3.029881E-5   6.059762E-6    1.20459E-5  1.2E-5    2.4E-6   2.649842E-5  1.500419E-5 3.37848E-5  3.55283E-6 3.258E-5    3.6246E-5 8.993E-5    1.0432E-4  12.44654189 24.23406554   2.22266254 2.77623803 1.04029336          0.0        2.22266254 2.77623803   true          12.840002    -99.       none         10.53549           9.042312                false    N/A        -99.0   
  140     VLBA_COSMOS_NEP0140 28.3958 4.6598  162.2031 150.36012619 2.17635139 3.0E-7      8.4E-7       0.8207894  6.668227E-6 2.985094E-5 7.650439E-6 4.476592 2.985094E-5 7.16804E-6  4.476592 2.985094E-5 23.90811729 23.25716972   0.39768497 576045    150.36023015   2.17631383      cosmosweb       2.4958     2.4958 -99.0      -99       10.82938 7.04418  165.39862316  88.62926222    -0.5176684  8.55621E-5         8.560922E-5   5.638042E-6    5.766824E-5 5.77E-5   3.8E-6   8.560922E-5  1.840798E-5 1.10062E-4  4.01982E-6 1.0705E-4   3.5952E-5 4.4636E-4   1.11729E-4 12.21853189 24.36568046   1.86303763 2.3431817  0.34868832          0.18621113 1.86303763 2.3431817    false         -99.0        -99.       none         12.73724           8.933884                false    N/A        -99.0   
  141     VLBA_COSMOS_NEP0141 23.8405 5.435   162.5038 150.26376884 2.17773306 3.1E-7      8.4E-7       0.12921925 7.393786E-6 4.135784E-5 8.193179E-6 5.593595 3.379794E-5 7.790085E-6 4.571127 4.135784E-5 24.30865669 23.56096649   0.33582847 576901    150.26377127   2.17782631      cosmosweb       2.5021     2.5021 -99.0      -99       10.21794 11.62228 175.59894001  66.12960081    -0.98918542 5.807815E-5        5.801981E-5   5.738223E-6    2.732745E-5 2.73E-5   2.7E-6   5.801981E-5  1.731957E-5 5.65134E-5  2.27738E-6 7.47E-5     3.3949E-5 9.768E-5    6.9329E-5  12.24452189 24.45567586   1.79903223 2.2634273  0.71282279          0.54185003 1.79903223 2.2634273    false         -99.0        -99.       none         7.12668            10.063036               false    N/A        -99.0   
  142     VLBA_COSMOS_NEP0142 21.2535 9.7681  166.5474 150.05707412 2.17753722 5.0E-7      1.05E-6      0.77910423 2.104744E-5 9.636967E-5 2.365362E-5 4.578688 9.296704E-5 2.461161E-5 4.417024 9.636967E-5 23.67681122 23.01606941   0.22694778 577614    150.05709678   2.17747376      cosmosweb       0.9746     0.9746 -99.0      -99       9.7      8.80369  43.15010829   9.63202417     -1.00813221 2.656413E-5        2.656413E-5   6.584972E-6    1.232E-5    1.232E-5  3.054E-6 2.479613E-5  1.589246E-5 2.90757E-5  3.61937E-6 2.364E-5    3.5085E-5 3.61092E-10 1.26758E-4 11.63498189 23.11716659   2.5280015  2.86360225 3.62781177          0.0        2.5280015  2.86360225   false         -99.0        -99.       none         6.1115             19.397205               false    N/A        -99.0   
  143     VLBA_COSMOS_NEP0143 21.5315 7.8857  164.051  150.1347017  2.17702056 4.2E-7      9.8E-7       0.55656022 1.253965E-5 6.111095E-5 1.534256E-5 4.873418 6.111056E-5 1.445303E-5 4.873387 6.111095E-5 23.04293251 22.35509872   0.34794263 577645    150.13461842   2.1769714       vla3            0.6795     0.5998 0.6795     8         10.57    23.20472 32.47         1.39928        -0.7851503  3.782004E-5        3.783927E-5   4.547989E-6    2.078943E-5 2.08E-5   2.5E-6   4.065096E-5  1.584878E-5 4.05975E-5  3.19771E-6 7.953E-5    3.724E-5  1.7568E-4   7.333E-5   11.51148189 22.83475706   2.68691102 2.95467012 1.61501397          0.0        2.68691102 2.95467012   false         -99.0        -99.       none         2.56297            15.420453               false    N/A        -99.0   
  144     VLBA_COSMOS_NEP0144 21.845  7.2309  163.4463 150.16266335 2.18013167 4.2E-7      1.01E-6      1.0        1.067158E-5 4.335616E-5 1.178599E-5 4.062767 4.901994E-5 1.199807E-5 4.593502 4.335616E-5 23.70856857 23.0997467    0.37684643 579669    150.16261997   2.18023384      cosmosweb       1.1687     1.1687 -99.0      -99       11.09966 5.13231  41.40014765   22.87008156    -1.552996   2.89051E-5         2.89051E-5    9.481525E-6    8.85E-6     8.85E-6   2.903E-6 2.255613E-5  1.672742E-5 3.32211E-5  6.20683E-6 3.81225E-10 3.5628E-5 1.7811E-4   7.5484E-5  11.61700189 23.53249133   2.09469676 2.41388731 1.49994876          0.0        2.09469676 2.41388731   false         -99.0        -99.       none         2.2675             13.958401               false    N/A        -99.0   
  145     VLBA_COSMOS_NEP0145 21.3065 9.1478  165.4878 150.0824041  2.18220972 5.2E-7      1.12E-6      0.87969249 1.702925E-5 7.390584E-5 2.063155E-5 4.339935 7.390584E-5 1.949177E-5 4.339935 7.390584E-5 23.14124107 22.50375748   0.29440545 580369    150.08247339   2.18216621      vla3            0.68       0.7142 0.68       8         10.45    8.26146  12.19         1.47553        -0.85170087 1.358167E-4        1.425816E-4   8.420927E-6    7.096527E-5 7.45E-5   4.4E-6   1.425816E-4  1.742642E-5 1.48514E-4  4.8544E-6  1.5499E-4   3.5563E-5 3.1157E-4   7.8178E-5  11.08600189 23.42662495   1.66956314 1.83604046 0.51834062          0.31725998 1.66956314 1.83604046   false         -99.0        -99.       none         4.60967            17.920572               false    N/A        -99.0   
  146     VLBA_COSMOS_NEP0146 21.7899 7.3659  163.5285 150.15641914 2.18273972 4.4E-7      1.04E-6      0.91990983 1.089021E-5 4.630581E-5 1.289986E-5 4.252059 4.630581E-5 1.250529E-5 4.252059 4.630581E-5 23.95236206 23.32376289   0.29609734 580386    150.15642111   2.18265213      cosmosweb       1.6895     1.537  1.6895     100       9.92037  12.28103 66.08941231   5.38142215     -1.01336737 2.467872E-5        2.467872E-5   5.868772E-6    1.14E-5     1.14E-5   2.711E-6 2.534549E-5  1.428717E-5 2.70247E-5  4.88292E-6 3.81225E-10 3.513E-5  3.61092E-10 6.9E-5     11.82013189 23.67904835   2.15126973 2.57878965 1.87634584          0.0        2.15126973 2.57878965   false         -99.0        -99.       none         2.04216            14.163631               false    N/A        -99.0   
  147     VLBA_COSMOS_NEP0147 25.5344 4.9763  162.3694 150.31173359 2.18256472 3.1E-7      8.6E-7       0.77296114 6.679451E-6 3.068422E-5 7.883091E-6 4.593823 3.068422E-5 7.551713E-6 4.593823 3.068422E-5 23.41200256 22.74982834   0.28493841 580584    150.31175118   2.18248755      vla3            1.3158     1.3158 -99.0      -99       11.27    17.31411 147.8         12.23          -0.758945   2.233537E-5        3.7626E-5     4.458057E-6    1.252528E-5 2.11E-5   2.5E-6   2.415426E-5  1.577206E-5 4.0274E-5   3.18157E-6 6.739E-5    3.4957E-5 2.0621E-4   6.8988E-5  12.16967189 23.50057595   2.67928214 3.12489993 0.81550569          0.73401702 2.67928214 3.12489993   false         -99.0        -99.       none         9.82853            8.755703                false    N/A        -99.0   
  148     VLBA_COSMOS_NEP0148 22.4529 6.4045  162.8918 150.20194936 2.18383194 3.5E-7      9.1E-7       0.62203664 8.837778E-6 4.235184E-5 1.052349E-5 4.792137 4.235184E-5 1.013309E-5 4.792137 4.235184E-5 24.32406235 23.64353371   0.3275731  580741    150.20201779   2.18389198      cosmosweb       2.5218     2.5218 -99.0      -99       10.74448 8.48752  100.90016815  25.29004215    -0.98343411 3.372418E-5        3.364396E-5   5.289931E-6    1.593791E-5 1.59E-5   2.5E-6   2.086056E-5  1.660277E-5 3.67435E-5  3.2733E-6  4.544E-5    3.4769E-5 1.5994E-7   8.1239E-5  12.00389189 24.22409815   1.78997993 2.25435393 1.25882435          0.0        1.78997993 2.25435393   false         -99.0        -99.       none         3.6087             12.038832               false    N/A        -99.0   
  149     VLBA_COSMOS_NEP0149 21.3741 10.135  166.9499 150.04043025 2.18704083 5.7E-7      1.16E-6      0.5865202  2.346792E-5 1.134712E-4 2.7274E-5   4.83516  9.78031E-5  2.627851E-5 4.167523 1.134712E-4 24.03933716 23.35492706   0.24951654 582988    150.04044263   2.18710903      cosmosweb       1.356      1.356  -99.0      -99       10.48883 10.80488 64.82938325   8.31092093     -0.83644789 2.811631E-5        2.818674E-5   4.540146E-6    1.486277E-5 1.49E-5   2.4E-6   3.057141E-5  1.668162E-5 3.03807E-5  6.3252E-6  7.911E-5    3.536E-5  2.5356E-4   9.6441E-5  11.81177189 23.43449716   2.38746093 2.79333684 4.02569301          0.0        2.38746093 2.79333684   false         -99.0        -99.       none         6.87633            20.047837               false    N/A        -99.0   
  150     VLBA_COSMOS_NEP0150 22.677  6.1871  162.7609 150.21346077 2.18750056 3.4E-7      8.7E-7       0.36550373 8.505938E-6 4.391944E-5 9.283445E-6 5.163386 3.901826E-5 9.166333E-6 4.58718  4.391944E-5 23.82159615 23.10866165   0.18156993 583273    150.21350528   2.18758377      cosmosweb       1.6986     1.6986 -99.0      -99       9.97942  7.35226  211.99806161  28.83443635    -0.75       4.764279E-6        4.764279E-6   5.136212E-6    2.69E-6     2.69E-6   2.9E-6   1.450658E-5  1.520501E-5 3.2336E-5   5.52153E-6 1.3489E-4   3.4999E-5 1.1688E-4   1.05978E-4 12.32633189 22.85693674   3.47958134 4.17365754 9.21848521          0.0        3.47958134 4.17365754   false         -99.0        -99.       none         4.1075             11.39697                false    N/A        -99.0   
  151     VLBA_COSMOS_NEP0151 21.3386 9.2225  165.5231 150.07933223 2.1858125  4.7E-7      1.02E-6      0.66238856 1.726642E-5 8.195966E-5 2.03916E-5  4.746767 8.195966E-5 1.971311E-5 4.746767 8.195966E-5 23.48679733 22.81040001   0.27669557 583331    150.07927028   2.18583066      cosmos2020      0.934      0.8595 0.934      8         10.83    6.88335  25.42         3.69297        -0.75       1.273426E-5        1.273426E-5   4.840437E-6    7.19E-6     7.19E-6   2.733E-6 1.947042E-5  1.582974E-5 3.54157E-5  3.49906E-6 6.816E-5    3.5631E-5 3.61092E-10 8.3409E-5  11.40517189 22.67817109   2.737187   3.08877857 6.436153            0.0        2.737187   3.08877857   false         -99.0        -99.       none         4.69107            17.985455               false    N/A        -99.0   
  152     VLBA_COSMOS_NEP0152 21.4246 8.6122  164.7111 150.10397723 2.18639944 4.4E-7      9.9E-7       0.78731048 1.459315E-5 6.652172E-5 1.638095E-5 4.55842  6.652172E-5 1.538012E-5 4.55842  6.652172E-5 24.07842255 23.41960907   0.09956693 583333    150.10396906   2.18642587      cosmosweb       2.1        2.2089 2.1        100       11.19973 22.53877 611.60621505  151.20153649   -0.47646798 3.04628E-5         4.255978E-5   3.882142E-6    2.118664E-5 2.96E-5   2.7E-6   4.255978E-5  1.414235E-5 4.61269E-5  5.49138E-6 3.81225E-10 4.2038E-5 3.85139E-9  1.05895E-4 12.78647189 23.88445844   2.91219964 3.58298162 1.56301842          0.0        2.91219964 3.58298162   true          12.730002    -99.       none         3.36114            16.672271               false    N/A        -99.0   
  153     VLBA_COSMOS_NEP0153 21.5137 10.8547 168.2674 150.0065117  2.19002972 6.1E-7      1.2E-6       0.99418473 3.109536E-5 1.2746E-4   3.593627E-5 4.099003 1.2746E-4   3.38779E-5  4.099003 1.2746E-4   24.66074371 24.04806519   0.39418472 585133    150.00640307   2.1900441       cosmosweb       2.1654     2.1654 -99.0      -99       10.43091 12.53555 191.50137209  60.41043284    -1.02025864 5.049194E-5        5.048783E-5   5.875738E-6    2.320189E-5 2.32E-5   2.7E-6   4.043906E-5  1.751434E-5 5.53214E-5  3.43115E-6 9.761E-5    3.4748E-5 1.6693E-4   8.1435E-5  12.28217189 24.25855635   2.03380173 2.51184719 2.52456839          0.0        2.03380173 2.51184719   false         -99.0        -99.       none         8.82999            21.857054               false    N/A        -99.0   
  154     VLBA_COSMOS_NEP0154 30.145  4.5316  161.7495 150.39861192 2.18853833 2.9E-7      8.1E-7       0.72486597 6.557549E-6 3.065265E-5 7.61104E-6  4.674407 3.065265E-5 7.126541E-6 4.674407 3.065265E-5 23.33420944 22.66448402   0.1514832  585275    150.39863175   2.18850121      cosmosweb       1.1801     1.1801 -99.0      -99       11.01386 28.09545 195.60136897  77.40054171    -0.85732434 1.075619E-4        1.291629E-4   7.878553E-6    5.596157E-5 6.72E-5   4.099E-6 1.291629E-4  1.601533E-5 1.2065E-4   3.89093E-6 1.5042E-4   3.6851E-5 3.931E-4    7.1252E-5  12.29137189 23.95887935   2.34267874 2.70225127 0.23731776          0.11765636 2.34267874 2.70225127   true          12.200002    -99.       none         14.91854           8.765277                false    N/A        -99.0   
  155     VLBA_COSMOS_NEP0155 21.8913 7.2869  163.3861 150.15897301 2.19116556 4.0E-7      9.7E-7       0.81522375 1.048712E-5 4.708543E-5 1.208066E-5 4.489834 4.708543E-5 1.25208E-5  4.489834 4.708543E-5 23.64298248 22.99075317   0.33765915 586131    150.1589854    2.19125853      cosmosweb       0.985      0.985  -99.0      -99       10.35195 9.97661  155.40031329  65.2801316     -1.90083808 5.718599E-5        5.705179E-5   1.021823E-5    1.343152E-5 1.34E-5   2.4E-6   5.705179E-5  1.618221E-5 8.89536E-5  9.80212E-6 1.1462E-4   3.9096E-5 2.6251E-4   2.71889E-4 12.19145189 23.72636578   2.4752723  2.8065729  0.8253102           0.75773245 2.4752723  2.8065729    false         -99.0        -99.       none         1.57073            13.732887               false    N/A        -99.0   
  156     VLBA_COSMOS_NEP0156 21.7901 7.4582  163.5443 150.1516177  2.18862972 3.9E-7      9.4E-7       0.68830276 1.090387E-5 5.145485E-5 1.198734E-5 4.718952 4.914604E-5 1.131807E-5 4.507209 5.145485E-5 23.46520042 22.79135513   0.36884957 586264    150.15170268   2.18867586      cosmosweb       0.9312     0.9312 -99.0      -99       10.54926 9.0382   21.3999072    3.12298646     -1.39248548 2.728194E-5        2.728194E-5   8.915761E-6    9.44E-6     9.44E-6   3.085E-6 2.280387E-5  1.471411E-5 3.09078E-5  4.44961E-6 4.414E-5    3.5614E-5 1.0175E-4   7.7652E-5  11.33041189 23.18964956   2.15094853 2.42659359 1.88604087          0.0        2.15094853 2.42659359   false         -99.0        -99.       none         1.65829            14.180138               false    N/A        -99.0   
  157     VLBA_COSMOS_NEP0157 21.8984 7.2752  163.3751 150.1594241  2.19140917 4.2E-7      1.0E-6       0.92642385 1.047638E-5 4.440595E-5 1.193696E-5 4.238672 4.440595E-5 1.132856E-5 4.238672 4.440595E-5 23.1123867  22.48515701   0.28615111 586698    150.15947219   2.19147248      vla3            0.924      0.8635 0.924      8         10.31    14.06002 112.5         8.00141        -0.40774611 1.106058E-4        1.3384E-4     7.368091E-6    8.106191E-5 9.809E-5  5.4E-6   1.3384E-4    1.656435E-5 1.05582E-4  8.56262E-6 1.9208E-4   4.2288E-5 2.9302E-4   1.81496E-4 12.05115189 23.59153147   2.46980662 2.78440736 0.33178388          0.17508305 2.46980662 2.78440736   false         -99.0        -99.       none         1.56816            13.702016               false    N/A        -99.0   
  158     VLBA_COSMOS_NEP0158 21.8717 7.3086  163.4129 150.15818054 2.19011222 3.8E-7      9.3E-7       0.78729069 1.058277E-5 4.824122E-5 1.177027E-5 4.558469 4.824122E-5 1.169259E-5 4.558469 4.824122E-5 23.25399017 22.59517097   0.02484626 587138    150.15818074   2.19010476      cosmosweb       0.9316     0.9316 -99.0      -99       10.66258 6.81015  29.79969987   14.98984903    -0.75       5.508144E-6        5.508144E-6   4.604879E-6    3.11E-6     3.11E-6   2.6E-6   2.514254E-5  1.71341E-5  3.20319E-5  4.0308E-6  2.084E-5    3.937E-5  1.6199E-4   9.0512E-5  11.47421189 22.31157785   3.17282023 3.57955445 8.75816275          0.0        3.17282023 3.57955445   false         -99.0        -99.       none         1.62475            13.814246               false    N/A        -99.0   
  159     VLBA_COSMOS_NEP0159 29.791  4.4861  161.9484 150.38287361 2.19412167 2.8E-7      8.0E-7       0.71636701 6.318429E-6 2.960713E-5 7.241461E-6 4.685838 2.960713E-5 6.743661E-6 4.685838 2.960713E-5 23.84856987 23.17778206   0.13029355 587450    150.38286092   2.19408777      cosmosweb       2.4987     2.4987 -99.0      -99       10.52216 13.25384 705.60539059  180.20137668   -0.41280357 5.264302E-5        5.259766E-5   4.109192E-6    3.843312E-5 3.84E-5   3.0E-6   5.259766E-5  1.474099E-5 7.44331E-5  3.05919E-6 5.014E-5    3.679E-5  2.6155E-4   9.464E-5   12.84856189 24.09813972   2.76060837 3.47260288 0.56289831          0.35941751 2.76060837 3.47260288   true          12.770002    -99.       none         13.94325           8.142651                false    N/A        -99.0   
  160     VLBA_COSMOS_NEP0160 22.6634 6.2167  162.7534 150.21152331 2.19095306 3.8E-7      9.6E-7       0.74807602 8.30859E-6  3.857835E-5 9.8269E-6   4.643189 3.62508E-5  9.245621E-6 4.363051 3.857835E-5 23.1128273  22.4460125    0.38822819 587556    150.21153751   2.19105808      cosmos2020      0.8922     0.8702 0.8922     25        10.88    7.75469  25.66         3.30897        -0.75       8.288783E-6        8.288783E-6   4.810328E-6    4.68E-6     4.68E-6   2.716E-6 2.325456E-5  1.606875E-5 1.95144E-5  2.51667E-6 3.81225E-10 3.3846E-5 3.61092E-10 7.3686E-5  11.40925189 22.44497524   2.97446285 3.3431224  4.65428462          0.0        2.97446285 3.3431224    false         -99.0        -99.       none         3.91402            11.331433               false    N/A        -99.0   
  161     VLBA_COSMOS_NEP0161 21.8286 7.4745  163.4944 150.15026861 2.19508556 3.9E-7      9.4E-7       0.80457675 1.085507E-5 4.901671E-5 1.201774E-5 4.515558 4.901671E-5 1.131998E-5 4.515558 4.901671E-5 23.78183365 23.12712288   0.35650163 588765    150.15019758   2.1950165       cosmosweb       1.6457     1.6457 -99.0      -99       10.75135 6.60604  168.79978534  56.2999284     -0.61801692 3.968583E-5        3.972017E-5   4.324373E-6    2.477856E-5 2.48E-5   2.7E-6   3.109288E-5  1.481368E-5 4.1982E-5   8.33751E-6 6.317E-5    3.6466E-5 3.333E-5    7.2141E-5  12.22737189 23.6905007    2.54705739 3.04406067 1.23405079          0.0        2.54705739 3.04406067   false         -99.0        -99.       none         1.28366            14.040071               false    N/A        -99.0   
  162     VLBA_COSMOS_NEP0162 21.433  9.2276  165.3569 150.07842391 2.19480861 4.1E-7      9.1E-7       0.15901123 1.696483E-5 9.345684E-5 2.031453E-5 5.508857 9.345684E-5 1.989572E-5 5.508857 9.345684E-5 23.56097031 22.81990814   0.39292364 589117    150.07835501   2.19471343      cosmosweb       0.9976     0.9976 -99.0      -99       10.43567 13.52161 69.51073648   28.09029762    -0.5835364  2.265235E-5        2.265235E-5   4.493028E-6    1.452E-5    1.452E-5  2.88E-6  4.538352E-5  1.535072E-5 2.38684E-5  3.63688E-6 1.779E-5    3.6814E-5 3.61092E-10 1.59155E-4 11.84205189 22.94547184   2.90676624 3.29964277 4.12570237          0.0        2.90676624 3.29964277   false         -99.0        -99.       none         4.56284            17.794506               false    N/A        -99.0   
  163     VLBA_COSMOS_NEP0163 21.5234 8.4388  164.4048 150.11022079 2.19393417 4.3E-7      9.8E-7       0.24811675 1.36601E-5  7.276599E-5 1.53969E-5  5.326902 6.261212E-5 1.611029E-5 4.583578 7.276599E-5 23.72188759 22.99541283   0.05531177 589323    150.11023548   2.19392963      vla3            1.1475     1.0821 1.1475     8         11.15    12.74917 62.74         4.9211         -0.98203522 3.709095E-5        3.699006E-5   5.072923E-6    1.754773E-5 1.75E-5   2.4E-6   2.685099E-5  1.584733E-5 4.03928E-5  4.89853E-6 2.547E-5    4.0421E-5 -5.1E-6     9.365E-5   11.79754189 23.42804487   2.37968322 2.73736897 1.96717681          0.0        2.37968322 2.73736897   false         -99.0        -99.       none         2.80497            16.119822               false    N/A        -99.0   
  164     VLBA_COSMOS_NEP0164 25.4916 4.9319  162.3058 150.31181331 2.19602778 3.2E-7      8.8E-7       0.82208669 6.400413E-6 2.863224E-5 7.767586E-6 4.473498 2.863224E-5 7.361126E-6 4.473498 2.863224E-5 23.11420822 22.4635601    0.22070673 589403    150.31183307   2.19608582      vla3            1.09       1.1957 1.09       8         10.36    35.88732 159.0         4.43053        -0.52110312 1.333329E-4        1.438494E-4   7.884197E-6    8.963048E-5 9.67E-5   5.3E-6   1.438494E-4  1.723579E-5 2.96919E-10 8.14592E-6 1.4526E-4   3.411E-5  2.6343E-4   7.1435E-5  12.20140189 23.81526095   2.39632713 2.74284204 0.19904313          0.09639087 2.39632713 2.74284204   true          12.470002    -99.       none         9.69724            7.963765                false    N/A        -99.0   
  165     VLBA_COSMOS_NEP0165 21.6423 11.2166 168.9423 149.98700163 2.19364306 6.1E-7      1.19E-6      0.88013643 3.797811E-5 1.647848E-4 4.269749E-5 4.338942 1.592054E-4 4.28728E-5  4.19203  1.647848E-4 23.52525711 22.8878727    0.31410603 589633    149.98701576   2.19372925      cosmos2020      0.62942    0.6063 0.62942    25        10.94    7.95239  27.45         3.45179        -1.39720852 2.888856E-5        2.888856E-5   7.750023E-6    9.96E-6     9.96E-6   2.672E-6 3.248134E-5  1.760427E-5 3.27418E-5  5.85623E-6 4.922E-5    3.3669E-5 -1.03E-5    9.8323E-5  11.43854189 22.76906578   2.6796623  2.93040129 5.70415552          0.0        2.6796623  2.93040129   false         -99.0        -99.       none         9.94495            22.865708               false    N/A        -99.0   
  166     VLBA_COSMOS_NEP0166 28.9813 4.5449  162.0817 150.37009998 2.19648583 3.0E-7      8.5E-7       0.80353922 6.24923E-6  2.82349E-5  7.482382E-6 4.518141 2.82349E-5  7.292155E-6 4.518141 2.82349E-5  23.02752304 22.37256432   0.13062367 589756    150.3700966    2.19652196      vla3            0.8939     0.909  0.8939     25        10.34    18.07794 125.8         6.95876        -0.92418097 1.356468E-4        1.454208E-4   8.494678E-6    6.706748E-5 7.19E-5   4.2E-6   1.454208E-4  1.781125E-5 1.15154E-4  5.90204E-6 1.3222E-4   3.7361E-5 1.5576E-4   9.8741E-5  12.09968189 23.73936359   2.37050449 2.6647469  0.19415999          0.09375118 2.37050449 2.6647469    false         -99.0        -99.       none         13.16944           7.824858                false    N/A        -99.0   
  167     VLBA_COSMOS_NEP0167 21.5027 10.2014 166.7787 150.0364563  2.19847889 5.3E-7      1.1E-6       0.84659576 2.335373E-5 1.031184E-4 2.688736E-5 4.415501 1.025323E-4 2.682736E-5 4.390405 1.031184E-4 24.30733109 23.66235161   0.35978879 590368    150.03649468   2.1983866       cosmosweb       2.6213     2.6213 -99.0      -99       10.36446 9.84464  511.49558567  187.49838184   -0.18946242 1.560634E-5        2.576414E-5   3.119425E-6    1.350798E-5 2.23E-5   2.7E-6   2.20099E-5   1.634651E-5 2.62053E-5  5.27243E-6 8.337E-5    3.4545E-5 1.0685E-4   8.4874E-5  12.70884189 23.70501093   3.01401716 3.81536852 4.00240048          0.0        3.01401716 3.81536852   true          12.800002    -99.       none         6.96659            19.996082               false    N/A        -99.0   
  168     VLBA_COSMOS_NEP0168 21.4949 10.1125 166.6225 150.04073447 2.19831056 5.3E-7      1.1E-6       0.74332005 2.226158E-5 1.035071E-4 2.585628E-5 4.649586 9.825373E-5 2.488353E-5 4.4136   1.035071E-4 24.8188858  24.15147209   0.27769978 591022    150.04067007   2.19835309      cosmosweb       1.8284     1.8284 -99.0      -99       11.12171 5.8732   138.00089087  48.41031251    -1.97127362 5.221837E-5        5.211181E-5   1.078175E-5    1.162372E-5 1.16E-5   2.4E-6   5.211181E-5  1.638974E-5 3.77462E-5  6.03169E-6 8.769E-5    3.5272E-5 6.829E-5    7.7966E-5  12.13988189 24.52085169   1.6292164  1.97109039 1.986251            0.0        1.6292164  1.97109039   false         -99.0        -99.       none         6.72256            19.767459               false    N/A        -99.0   
