# id_vlba RUNNING_ID_name     bmaj    bmin    bpa      ra_peak      dec_peak   ra_peak_err dec_peak_err p_spur     rms_image   peak_flux   peak_dflux  snr_peak tot_flux    tot_dflux   snr_tot  FLUX_VLBA   L_VLBA      L_VLBA_1sigma sep_arcsec ID_COSMOS RA_counterpart DEC_counterpart cat_counterpart zbest      zphot  zspec      zspec_ref Mstar    SNR_IR   SFR_IR        eSFR_IR        vla_slope   f1p4ghz_peak_final f1p4ghz_final df1p4ghz_final f3ghz_peak  f3ghz     df3ghz   f1p4ghz      df1p4ghz    f1p3ghz     df1p3ghz   f600mhz     df600mhz  f300mhz     df300mhz   LIR_SD      Lradio_1p4ghz q_IR       q_IR_z0    flux_ratio_vlba_vla delta_q_IR q_IR_corr  q_IR_z0_corr flag_A3COSMOS LIR_A3COSMOS id_cluster flag_cluster dist_center_arcmin dist_real_center_arcmin xray_det id_chandra Lx_2_10 
  247     VLBA_COSMOS_NEP0247 22.6345 6.7259  162.5005 150.17570024 2.25875306 4.0E-7      9.8E-7       0.89946592 8.498813E-6 3.651541E-5 9.889098E-6 4.296531 3.651541E-5 9.390536E-6 4.296531 3.651541E-5 23.47360039 22.84048271   0.28760031 632745    150.17571061   2.25883227      cosmosweb       1.1704     1.1704 -99.0      -99       10.7947  7.0678   47.97023986   14.51007255    -1.07120173 4.93161E-5         4.931931E-5   5.88212E-6     2.179858E-5 2.18E-5   2.6E-6   4.931931E-5  1.62092E-5  4.30357E-5  3.00717E-6 7.689E-5    3.6515E-5 5.669E-5    9.6048E-5  11.68097189 23.60414155   2.08701653 2.40538206 0.74038771          0.58567476 2.08701653 2.40538206   false         -99.0        -99.       none         2.94038            10.90058                false    N/A        -99.0   
  248     VLBA_COSMOS_NEP0248 24.6144 4.8704  162.0413 150.2967153  2.26286111 2.7E-7      7.5E-7       0.08903826 5.615806E-6 3.212968E-5 6.89359E-6  5.721294 3.212968E-5 6.395608E-6 5.721294 3.212968E-5 23.06311798 22.30562401   0.36352898 635228    150.29663997   2.26292842      cosmosweb       0.9501     0.9501 -99.0      -99       9.94424  8.94121  47.99012598   20.25005316    -0.63133401 2.072507E-5        5.096568E-5   4.368487E-6    1.28094E-5  3.15E-5   2.7E-6   3.186758E-5  1.433152E-5 5.39322E-5  3.63454E-6 7.678E-5    3.9451E-5 1.4067E-4   8.9624E-5  11.68115189 23.26348929   2.42784879 2.74387032 0.6304179           0.43228908 2.42784879 2.74387032   false         -99.0        -99.       none         9.14913            4.70731                 false    N/A        -99.0   
  249     VLBA_COSMOS_NEP0249 22.1951 10.4999 165.6252 150.01310999 2.26499667 4.8E-7      9.9E-7       0.22342984 2.478454E-5 1.330838E-4 3.041432E-5 5.369629 1.330838E-4 2.863427E-5 5.369629 1.330838E-4 24.72398567 23.99404144   0.10554548 635353    150.01313933   2.26499624      cosmosweb       2.4171     2.4171 -99.0      -99       10.09083 6.29167  330.79724962  153.69872209   -0.88441986 3.363378E-5        3.355313E-5   4.905429E-6    1.71411E-5  1.71E-5   2.5E-6   2.926672E-5  1.631067E-5 3.63206E-5  6.30386E-6 5.336E-5    3.9041E-5 2.0279E-4   7.4495E-5  12.51956189 24.12559344   2.40415465 3.01116793 3.96635991          0.0        2.40415465 3.01116793   false         -99.0        -99.       none         8.7889             20.230651               false    N/A        -99.0   
  250     VLBA_COSMOS_NEP0250 22.4875 11.9322 168.3384 149.93023608 2.26390722 6.5E-7      1.22E-6      0.89203531 6.134941E-5 2.645887E-4 6.902806E-5 4.312816 2.49743E-4  6.888686E-5 4.070831 2.645887E-4 24.6048069  23.97004509   0.25044333 635836    149.93026273   2.26397149      vla3            1.7074     1.7074 -99.0      -99       11.48    19.58821 268.9         86.33          -0.74566947 4.364283E-5        5.348773E-5   4.766233E-6    2.472301E-5 3.03E-5   2.7E-6   5.348773E-5  1.686563E-5 5.42197E-5  6.99465E-6 8.978E-5    3.506E-5  2.1226E-4   9.5868E-5  12.42959189 23.91048977   2.52928832 3.03561857 4.94671797          0.0        2.52928832 3.03561857   false         -99.0        -99.       none         13.55996           25.143691               false    N/A        -99.0   
  251     VLBA_COSMOS_NEP0251 24.7906 4.8026  162.0275 150.3029352  2.26491    2.9E-7      8.0E-7       0.63856179 5.586038E-6 2.66632E-5  6.464088E-6 4.773185 2.66632E-5  6.299234E-6 4.773185 2.66632E-5  23.24247169 22.56366158   0.26733278 636469    150.30302731   2.26488463      cosmosweb       0.9761     0.9761 -99.0      -99       10.91286 6.2655   44.58018742   19.97008396    -1.42067609 2.985282E-5        2.985282E-5   8.442057E-6    1.011E-5    1.011E-5  2.859E-6 2.616723E-5  1.551883E-5 3.39059E-5  6.67466E-6 7.243E-5    3.6909E-5 -1.7E-5     8.3122E-5  11.64914189 23.29154391   2.36778418 2.68248872 0.89315512          0.97124628 2.36778418 2.68248872   false         -99.0        -99.       none         9.54831            4.384343                false    N/A        -99.0   
  252     VLBA_COSMOS_NEP0252 22.6292 6.9939  162.5368 150.16208757 2.26706139 3.7E-7      9.1E-7       0.69827878 8.881795E-6 4.181179E-5 1.014824E-5 4.707583 4.181179E-5 9.647561E-6 4.707583 4.181179E-5 24.51224709 23.83944893   0.29588067 637213    150.16203356   2.2669994       cosmosweb       3.7615     3.7615 -99.0      -99       10.67536 7.98452  177.59956185  66.77983525    -0.65678176 4.316177E-5        5.409184E-5   4.619004E-6    2.616429E-5 3.279E-5  2.8E-6   4.837683E-5  1.659022E-5 5.7371E-5   5.09666E-6 4.639E-5    3.5402E-5 8.216E-5    7.4671E-5  12.24944189 24.62407997   1.63554812 2.17687869 0.77297779          0.64393166 1.63554812 2.17687869   false         -99.0        -99.       none         3.1059             11.517206               false    N/A        -99.0   
  253     VLBA_COSMOS_NEP0253 22.2228 9.9491  164.7853 150.03657745 2.27092306 5.2E-7      1.09E-6      0.84655994 1.991333E-5 8.7929E-5   2.288066E-5 4.415585 8.7929E-5   2.483053E-5 4.415585 8.7929E-5   22.68572807 22.04074097   0.17182386 640026    150.03657677   2.27097078      cosmosweb       0.38       0.38   -99.0      -99       7.85     9.91501  289.90245291  91.98077826    -1.30239936 7.179108E-5        7.177397E-5   7.285328E-6    2.660634E-5 2.66E-5   2.7E-6   7.177397E-5  1.754962E-5 6.55507E-5  8.67173E-6 8.292E-5    3.1639E-5 7.076E-5    8.9114E-5  12.46225189 22.59756377   3.87487432 4.11041025 1.22508195          0.0        3.87487432 4.11041025   true          12.390002    -99.       none         7.62039            18.779953               false    N/A        -99.0   
  254     VLBA_COSMOS_NEP0254 22.2353 9.9249  164.7363 150.03748833 2.27182806 5.0E-7      1.05E-6      0.03854958 1.989088E-5 1.189033E-4 2.277857E-5 5.977779 9.130601E-5 2.152308E-5 4.590346 1.189033E-4 24.32870674 23.55216599   0.35078383 641971    150.0373927    2.27184712      cosmosweb       1.6478     1.6478 -99.0      -99       10.75148 5.6102   258.89990436  100.99996269   -0.99823934 5.195317E-5        5.20016E-5    5.349959E-6    2.427737E-5 2.43E-5   2.5E-6   5.20016E-5   1.698256E-5 5.15263E-5  7.71365E-6 1.986E-5    3.6315E-5 2.1635E-4   1.02085E-4 12.41313189 23.96952929   2.4537888  2.93301906 2.28653132          0.0        2.4537888  2.93301906   true          12.240002    -99.       none         7.59743            18.720755               false    N/A        -99.0   
  255     VLBA_COSMOS_NEP0255 22.359  10.6442 165.5802 150.0044094  2.27424417 5.1E-7      1.04E-6      0.64746523 2.664285E-5 1.26905E-4  3.070051E-5 4.763192 1.26905E-4  3.461678E-5 4.763192 1.26905E-4  23.56907272 22.89117432   0.12501134 642236    150.00443224   2.27421799      cosmosweb       0.8252     0.8252 -99.0      -99       10.37176 27.1894  76.84080217   35.52037081    -0.821774   8.622762E-5        8.623877E-5   6.547412E-6    4.609404E-5 4.61E-5   3.5E-6   8.623877E-5  1.756922E-5 8.81365E-5  1.71776E-5 1.4263E-4   3.633E-5  2.3351E-4   7.9925E-5  11.88559189 23.40129633   2.49448176 2.78519486 1.47155379          0.0        2.49448176 2.78519486   false         -99.0        -99.       none         9.46781            20.654225               false    N/A        -99.0   
  256     VLBA_COSMOS_NEP0256 26.9675 4.6086  161.7182 150.38374253 2.27700278 2.7E-7      7.6E-7       0.35892794 5.426755E-6 2.806907E-5 6.181601E-6 5.172349 2.725841E-5 6.130882E-6 5.022966 2.806907E-5 24.34100723 23.62731934   0.33469656 643279    150.38365423   2.2770321       vla3            2.7672     2.7672 -99.0      -99       11.58    5.3243   783.8         270.3          -1.15436209 2.975244E-5        5.302842E-5   6.025957E-6    1.234345E-5 2.2E-5    2.5E-6   5.302842E-5  1.664678E-5 4.07039E-5  6.92674E-6 3.81225E-10 4.077E-5  1.4927E-4   9.4355E-5  12.89420189 24.61728868   2.28709941 2.91620913 0.52932132          0.32727547 2.28709941 2.91620913   false         -99.0        -99.       none         14.39627           3.670104                false    N/A        -99.0   
  257     VLBA_COSMOS_NEP0257 23.331  6.0139  162.1652 150.21167415 2.27580167 3.4E-7      8.8E-7       0.54759222 7.076683E-6 3.457229E-5 8.029324E-6 4.88538  3.220885E-5 7.748319E-6 4.551405 3.457229E-5 23.5825367  22.8936367    0.3928818  643653    150.21165056   2.27569511      vla3            1.6335     1.6335 -99.0      -99       10.6     8.45029  76.33         18.05          -0.52173949 2.407222E-5        3.64635E-5    3.869596E-6    1.617424E-5 2.45E-5   2.6E-6   4.007674E-5  1.687963E-5 3.82088E-5  3.71817E-6 6.805E-5    3.5846E-5 3.61092E-10 9.7065E-5  11.88269189 23.60566612   2.28721197 2.73119829 0.94813413          1.28511831 2.28721197 2.73119829   false         -99.0        -99.       none         5.07706            8.527246                false    N/A        -99.0   
  258     VLBA_COSMOS_NEP0258 22.3733 10.4963 165.3248 150.01094805 2.2761975  5.0E-7      1.03E-6      0.58746511 2.503342E-5 1.210112E-4 2.894084E-5 4.833984 1.210112E-4 2.682108E-5 4.833984 1.210112E-4 25.03874016 24.35443497   0.26621493 645154    150.01095186   2.27616079      cosmosweb       3.7686     3.7686 -99.0      -99       10.8     5.52058  351.79680427  135.89876549   -0.75       1.524924E-5        1.524924E-5   4.691664E-6    8.61E-6     8.61E-6   2.649E-6 6.452846E-5  1.922234E-5 3.71052E-5  5.69681E-6 2.729E-5    3.6241E-5 1.7937E-4   9.8535E-5  12.54629189 24.13916188   2.4173162  3.2182733  7.9355575           0.0        2.4173162  3.2182733    false         -99.0        -99.       none         9.15211            20.251519               false    N/A        -99.0   
  259     VLBA_COSMOS_NEP0259 22.3572 8.7957  163.4957 150.08332384 2.27851111 4.6E-7      1.02E-6      0.81923509 1.39363E-5  6.243882E-5 1.572335E-5 4.480299 6.243882E-5 1.538606E-5 4.480299 6.243882E-5 23.26751518 22.61620712   0.13852506 645232    150.08336058   2.27849959      vla3            0.834      0.83   0.834      8         10.5     8.05185  23.43         2.90989        -0.80467241 2.527144E-5        2.527811E-5   4.24687E-6     1.368639E-5 1.369E-5  2.3E-6   6.75864E-6   1.589885E-5 2.71682E-5  4.97388E-6 4.882E-5    3.5001E-5 5.256E-5    1.00936E-4 11.36977189 22.87480501   2.50515307 2.79957578 2.47007468          0.0        2.50515307 2.79957578   false         -99.0        -99.       none         5.52328            15.941857               false    N/A        -99.0   
  260     VLBA_COSMOS_NEP0260 22.3915 8.9152  163.5492 150.07784415 2.28107278 4.7E-7      1.03E-6      0.80133528 1.445163E-5 6.537379E-5 1.647321E-5 4.523627 6.442453E-5 1.539351E-5 4.457941 6.537379E-5 24.22605705 23.57056999   0.25967429 646311    150.07781426   2.2811494       cosmos2020      2.1447     2.1447 -99.0      -99       11.37    6.69542  261.8         44.85          -0.75       1.365524E-5        1.365524E-5   4.679266E-6    7.71E-6     7.71E-6   2.642E-6 1.964435E-5  1.678723E-5 2.538E-5    2.96843E-6 3.916E-5    3.4569E-5 1.2616E-4   9.5461E-5  12.41797189 23.54595193   2.88220615 3.55539292 4.78745147          0.0        2.88220615 3.55539292   false         -99.0        -99.       none         5.87814            16.241011               false    N/A        -99.0   
  261     VLBA_COSMOS_NEP0261 23.6459 5.7395  162.0809 150.22798191 2.28149278 3.1E-7      8.2E-7       0.53485239 6.624014E-6 3.247451E-5 7.471279E-6 4.902542 3.247451E-5 8.274529E-6 4.902542 3.247451E-5 23.34019852 22.64977837   0.15576893 646780    150.22798018   2.28138852      cosmosweb       1.2003     1.2003 -99.0      -99       10.61189 5.81547  46.08948867   17.26980841    -0.75       1.55149E-5         1.55149E-5    5.219454E-6    8.76E-6     8.76E-6   2.947E-6 3.216808E-5  1.58629E-5  2.48908E-5  4.48492E-6 5.544E-5    3.5263E-5 4.91E-6     8.569E-5   11.66360189 23.01940515   2.65438294 3.06697633 2.09311755          0.0        2.65438294 3.06697633   false         -99.0        -99.       none         6.02969            7.490598                false    N/A        -99.0   
  262     VLBA_COSMOS_NEP0262 22.7666 12.0632 168.1414 149.91230833 2.28170194 6.0E-7      1.15E-6      0.77635425 7.662966E-5 3.51383E-4  8.967123E-5 4.58547  3.51383E-4  8.476877E-5 4.58547  3.51383E-4  24.9963398  24.33495522   0.37930911 647614    149.91228914   2.28162837      cosmos2020      1.5512     1.5387 1.5512     21        10.98    5.38319  228.8         42.5027        -1.64161731 3.42794E-5         3.42794E-5    1.035021E-5    9.81E-6     9.81E-6   2.962E-6 2.689814E-5  1.66843E-5  3.9712E-5   6.26401E-6 3.81225E-10 3.6599E-5 3.61092E-10 8.7526E-5  12.35945189 23.98559206   2.38404602 2.83031761 10.2505594          0.0        2.38404602 2.83031761   false         -99.0        -99.       none         14.85837           26.084167               false    N/A        -99.0   
  263     VLBA_COSMOS_NEP0263 23.9947 5.4527  162.0149 150.24670263 2.28640583 3.3E-7      8.7E-7       0.84338206 6.195453E-6 2.74031E-5  6.944567E-6 4.423099 2.72419E-5  6.877953E-6 4.397079 2.74031E-5  24.38533783 23.73961258   0.26245407 649391    150.24687588   2.28632272      cosmosweb       2.7592     2.7592 -99.0      -99       9.87863  6.79722  579.60468866  167.20135256   -1.25510781 3.383573E-5        3.383573E-5   7.092489E-6    1.3E-5      1.3E-5    2.725E-6 4.226712E-5  1.6982E-5   3.78636E-5  4.8833E-6  3.81225E-10 3.7491E-5 3.61092E-10 9.0553E-5  12.76313189 24.4769142    2.29640388 2.92693277 0.80988653          0.72098712 2.29640388 2.92693277   false         -99.0        -99.       none         7.1011             6.32837                 false    N/A        -99.0   
  264     VLBA_COSMOS_NEP0264 24.01   5.428   162.014  150.2486052  2.28584528 3.0E-7      8.1E-7       0.36263901 6.236445E-6 3.222552E-5 6.950888E-6 5.167291 3.038964E-5 6.513201E-6 4.87291  3.222552E-5 23.27491379 22.56165123   0.27176674 650175    150.24865805   2.28579133      cosmosweb       0.9018     0.9018 -99.0      -99       10.75906 7.61695  58.55067282   28.2303244     -1.57141577 5.224613E-5        5.233413E-5   8.280718E-6    1.577343E-5 1.58E-5   2.5E-6   5.233413E-5  1.683427E-5 3.19106E-5  4.49139E-6 4.867E-5    3.5445E-5 2.111E-4    9.4528E-5  11.76753189 23.48549959   2.2922185  2.57870941 0.61576493          0.41540299 2.2922185  2.57870941   false         -99.0        -99.       none         7.16897            6.240038                false    N/A        -99.0   
  265     VLBA_COSMOS_NEP0265 24.0389 5.4482  162.0024 150.2469642  2.2886175  3.2E-7      8.6E-7       0.70826185 6.158755E-6 2.892226E-5 7.141584E-6 4.69612  2.850384E-5 7.023249E-6 4.628182 2.892226E-5 23.70696449 23.03522491   0.25287226 651173    150.24690614   2.2886571       cosmosweb       1.6358     1.6358 -99.0      -99       11.19619 10.59155 532.79714623  181.09903      -0.9983225  8.338778E-5        1.059359E-4   7.062394E-6    3.896408E-5 4.95E-5   3.3E-6   1.059359E-4  1.71892E-5  1.15213E-4  9.57123E-6 1.6648E-4   3.431E-5  3.6808E-4   9.4246E-5  12.72656189 24.27077482   2.46597327 2.94513118 0.27301656          0.13847548 2.46597327 2.94513118   false         -99.0        -99.       none         7.18608            6.277359                false    N/A        -99.0   
  266     VLBA_COSMOS_NEP0266 22.5355 10.2074 164.6691 150.02143335 2.28867278 5.3E-7      1.1E-6       0.80266094 2.22079E-5  1.00387E-4  2.606864E-5 4.520327 1.00387E-4  2.47378E-5  4.520327 1.00387E-4  24.92933846 24.27416801   0.36425449 651192    150.02147622   2.28858111      vla3            3.1946     3.1946 -99.0      -99       11.04    4.46873  345.2         125.7          -0.95766368 2.557669E-5        2.552027E-5   4.979565E-6    1.232719E-5 1.23E-5   2.4E-6   3.434603E-5  1.690114E-5 2.78071E-5  5.05389E-6 3.81225E-10 3.7616E-5 2.2022E-4   1.60585E-4 12.53807189 24.33454595   2.21371214 2.8787611  3.93361773          0.0        2.21371214 2.8787611    true          12.550002    -99.       none         8.91984            19.534699               false    N/A        -99.0   
  267     VLBA_COSMOS_NEP0267 22.5195 9.0519  163.5342 150.07054353 2.28909361 5.2E-7      1.13E-6      0.76103956 1.500502E-5 6.940953E-5 1.644361E-5 4.625752 5.838179E-5 1.552113E-5 3.890816 6.940953E-5 24.29927635 23.63409424   0.31659575 651325    150.07058825   2.28920707      cosmos2020      2.25       2.0833 2.25       10        10.91    5.2416   150.2         28.6554        -0.75       1.457621E-5        1.457621E-5   4.868774E-6    8.23E-6     8.23E-6   2.749E-6 1.957312E-5  1.530211E-5 2.37627E-5  3.68982E-6 6.13E-5     3.4901E-5 3.988E-5    8.1878E-5  12.17667189 23.62150164   2.56535645 3.18369146 4.76183506          0.0        2.56535645 3.18369146   false         -99.0        -99.       none         6.52313            16.59973                false    N/A        -99.0   
  268     VLBA_COSMOS_NEP0268 22.8392 11.9358 167.4972 149.92194554 2.28982083 6.6E-7      1.25E-6      1.0        6.630456E-5 2.596472E-4 7.307758E-5 3.915978 2.596472E-4 7.019246E-5 3.915978 2.596472E-4 24.92659378 24.33375359   0.39907405 651584    149.92195323   2.28993142      cosmosweb       2.446      2.446  -99.0      -99       10.74692 15.82179 564.49732726  142.59932483   -0.69874446 8.062644E-5        8.054693E-5   5.791067E-6    4.733668E-5 4.729E-5  3.4E-6   8.054693E-5  1.566723E-5 7.96649E-5  6.61441E-6 1.1088E-4   4.5926E-5 1.0919E-4   1.2053E-4  12.75166189 24.41825986   2.34358822 2.93984205 3.22355199          0.0        2.34358822 2.93984205   true          12.640002    -99.       none         14.4452            25.462294               false    N/A        -99.0   
  269     VLBA_COSMOS_NEP0269 23.4917 6.1161  162.1005 150.20395697 2.29005583 3.6E-7      9.1E-7       0.73018974 7.203758E-6 3.362171E-5 8.666039E-6 4.667246 3.362171E-5 8.162855E-6 4.667246 3.362171E-5 23.57055283 22.90149307   0.2904974  651740    150.20390104   2.28999762      cosmosweb       1.5994     1.5994 -99.0      -99       10.14267 8.10377  67.61014853   8.34304833     -0.56993886 7.487158E-5        7.488376E-5   5.249583E-6    4.849211E-5 4.85E-5   3.4E-6   7.488376E-5  1.792661E-5 6.63374E-5  1.47282E-5 5.229E-5    3.47E-5   9.269E-5    7.7251E-5  11.83001189 23.91832088   1.92187721 2.28947251 0.44898537          0.25883687 1.92187721 2.28947251   false         -99.0        -99.       none         5.42852            8.723304                false    N/A        -99.0   
  270     VLBA_COSMOS_NEP0270 26.7873 4.4002  161.8994 150.35083776 2.29056917 2.8E-7      7.8E-7       0.66272736 5.21428E-6  2.474903E-5 6.043958E-6 4.746394 2.474903E-5 5.826854E-6 4.746394 2.474903E-5 23.214571   22.5382061    0.14437652 652571    150.35084663   2.29060828      cosmosweb       1.4328     1.4328 -99.0      -99       10.99039 17.27098 218.19856495  42.88971792    -0.26588787 2.942072E-5        4.286227E-5   3.428981E-6    2.402405E-5 3.5E-5    2.8E-6   3.354859E-5  2.04129E-5  4.38958E-5  8.81831E-6 1.616E-5    3.8591E-5 2.4726E-4   7.7146E-5  12.33885189 23.45308721   2.89595087 3.40824321 0.57740834          0.37407908 2.89595087 3.40824321   false         -99.0        -99.       none         12.76281           2.064782                false    N/A        -99.0   
  271     VLBA_COSMOS_NEP0271 26.8298 4.4949  161.7566 150.36907384 2.29060806 2.8E-7      7.9E-7       0.67330211 5.198371E-6 2.461425E-5 5.978704E-6 4.734993 2.461425E-5 5.832498E-6 4.734993 2.461425E-5 23.39990425 22.72458458   0.18947691 652829    150.36910058   2.2906534       cosmosweb       1.4327     1.3754 1.4327     100       10.83535 12.387   116.0010419   37.76033916    -0.75222072 2.101973E-5        3.246617E-5   4.257858E-6    1.184806E-5 1.83E-5   2.4E-6   3.882234E-5  1.633946E-5 3.47301E-5  5.90631E-6 3.81225E-10 3.9291E-5 1.4076E-4   7.4591E-5  12.06446189 23.52014891   2.55449917 3.00636622 0.7581507           0.61645517 2.55449917 3.00636622   false         -99.0        -99.       none         13.7957            2.488249                false    N/A        -99.0   
  272     VLBA_COSMOS_NEP0272 22.57   9.3611  163.7357 150.05703054 2.29288639 4.5E-7      9.8E-7       0.31785047 1.658712E-5 8.667809E-5 2.045727E-5 5.225626 8.667809E-5 1.980423E-5 5.225626 8.667809E-5 24.47771645 23.7595787    0.08905395 653679    150.0570039    2.29288075      cosmosweb       2.44614    2.8906 2.44614    100       10.95762 8.52009  465.29875447  164.79955886   -0.75       1.229149E-5        1.229149E-5   4.89357E-6     6.94E-6     6.94E-6   2.763E-6 3.565094E-5  1.641506E-5 3.23443E-5  4.98877E-6 3.81225E-10 3.5107E-5 -5.9E-6     1.39706E-4 12.66773189 23.6294116    3.04850648 3.82413351 7.05188073          0.0        3.04850648 3.82413351   false         -99.0        -99.       none         7.28617            17.383192               false    N/A        -99.0   
  273     VLBA_COSMOS_NEP0273 22.7833 11.2508 165.9133 149.96770083 2.29518722 5.9E-7      1.16E-6      0.94170141 3.815574E-5 1.605292E-4 4.20999E-5  4.207208 1.665379E-4 4.23875E-5  4.364686 1.605292E-4 24.55416298 23.93017006   0.18702157 654916    149.96766742   2.29522703      vla3            2.1672     2.1672 -99.0      -99       10.43    5.97071  222.3         84.89          -0.60552703 6.371991E-5        7.36111E-5    5.235272E-6    4.016519E-5 4.64E-5   3.3E-6   7.36111E-5   1.784866E-5 2.96919E-10 7.81355E-6 8.401E-5    3.416E-5  1.5648E-4   1.3387E-4  12.34694189 24.21555285   2.14157524 2.64522838 2.18077379          0.0        2.14157524 2.64522838   false         -99.0        -99.       none         11.98682           22.703283               false    N/A        -99.0   
  274     VLBA_COSMOS_NEP0274 22.6723 8.2511  162.9109 150.10279631 2.29269167 4.4E-7      1.0E-6       0.69490021 1.20985E-5  5.700161E-5 1.43408E-5  4.711463 5.700161E-5 1.35278E-5  4.711463 5.700161E-5 23.29592323 22.6227684    0.13954114 655097    150.10282025   2.29272217      vla3            0.926      0.9782 0.926      8         10.52    8.62099  70.0          8.87           -0.66433514 2.292418E-5        4.579304E-5   4.313837E-6    1.381667E-5 2.76E-5   2.6E-6   4.524968E-5  1.571427E-5 4.8602E-5   7.78655E-6 7.547E-5    3.5631E-5 1.0856E-4   9.3134E-5  11.84510189 23.20083611   2.65445198 2.9931423  1.24476575          0.0        2.65445198 2.9931423    false         -99.0        -99.       none         5.42762            14.655936               false    N/A        -99.0   
  275     VLBA_COSMOS_NEP0275 26.5592 4.5959  161.7494 150.37905043 2.29315278 3.1E-7      8.6E-7       0.27294213 5.303291E-6 2.80435E-5  6.18529E-6  5.287942 2.246644E-5 5.992116E-6 4.23632  2.80435E-5  22.83997154 22.11668396   0.36696374 656037    150.37914554   2.29318964      vla3            0.75       0.7729 0.75       11        10.76    8.80979  28.74         3.26228        -0.92582511 3.057848E-5        4.434922E-5   5.062696E-6    1.50999E-5  2.19E-5   2.5E-6   4.559632E-5  1.572536E-5 4.81856E-5  6.14315E-6 6.929E-5    3.9284E-5 4.803E-5    1.41424E-4 11.45848189 23.03902521   2.42964288 2.69196847 0.63233359          0.43454605 2.42964288 2.69196847   false         -99.0        -99.       none         14.41791           2.769174                false    N/A        -99.0   
  276     VLBA_COSMOS_NEP0276 22.6764 9.5557  163.7971 150.04740417 2.29922972 4.5E-7      9.8E-7       0.23790315 1.780419E-5 9.51481E-5  2.207419E-5 5.344141 9.51481E-5  2.068116E-5 5.344141 9.51481E-5  23.91029167 23.18241501   0.37681254 657953    150.04735481   2.2991374       cosmosweb       1.3859     1.3859 -99.0      -99       10.28847 48.01108 184.09919521  3.83451324     -0.63763611 8.178924E-5        8.177512E-5   5.852693E-6    5.030868E-5 5.03E-5   3.6E-6   8.177512E-5  1.672955E-5 7.26026E-5  1.23025E-5 1.405E-4    3.3287E-5 2.3936E-4   7.0713E-5  12.26505189 23.84451317   2.43072492 2.85053445 1.16353364          0.0        2.43072492 2.85053445   false         -99.0        -99.       none         7.97162            17.922628               false    N/A        -99.0   
  277     VLBA_COSMOS_NEP0277 22.7732 8.165   162.7963 150.10549215 2.29766667 4.7E-7      1.07E-6      0.15382585 1.181546E-5 6.525001E-5 1.326897E-5 5.522428 4.843329E-5 1.254669E-5 4.099147 6.525001E-5 23.52503967 22.78290939   0.33789033 657977    150.1054559    2.29758008      vla3            0.951      0.936  0.951      8         10.57    23.30984 65.03         2.78981        -1.15950775 3.080782E-5        3.073215E-5   6.049636E-6    1.273127E-5 1.27E-5   2.5E-6   3.472291E-5  1.587566E-5 3.40972E-5  4.67566E-6 3.76E-5     3.8243E-5 1.8061E-4   8.861E-5   11.81311189 23.19805264   2.62524545 2.96721198 2.12318413          0.0        2.62524545 2.96721198   false         -99.0        -99.       none         5.59829            14.460117               false    N/A        -99.0   
  278     VLBA_COSMOS_NEP0278 22.6994 8.6403  163.0919 150.08571828 2.29766278 4.5E-7      1.02E-6      0.72994173 1.339658E-5 6.252959E-5 1.582754E-5 4.66758  6.252959E-5 1.500948E-5 4.66758  6.252959E-5 23.67451668 23.0054245    0.22093963 658016    150.08575091   2.29761078      vla3            1.2535     1.2596 1.2535     8         10.69    26.05052 163.4         6.27243        -0.76632034 7.217181E-5        1.181768E-4   7.350633E-6    4.024582E-5 6.59E-5   4.099E-6 1.181768E-4  1.903485E-5 1.38409E-4  3.81888E-6 1.2263E-4   3.5873E-5 4.5534E-4   9.5275E-5  12.21325189 23.95096258   2.27247551 2.63722392 0.52911895          0.32708879 2.27247551 2.63722392   false         -99.0        -99.       none         6.26783            15.64011                false    N/A        -99.0   
  279     VLBA_COSMOS_NEP0279 26.0945 4.4318  161.8944 150.34098554 2.30091222 3.0E-7      8.4E-7       0.79025096 5.128782E-6 2.334179E-5 6.130387E-6 4.551137 2.248975E-5 6.040841E-6 4.385009 2.334179E-5 23.20960808 22.55148697   0.29380095 659927    150.34099258   2.30099353      cosmosweb       1.4236     1.4236 -99.0      -99       11.02265 6.92366  102.40045586  14.78996584    -0.3339442  2.57248E-5         4.449921E-5   3.611531E-6    1.99443E-5  3.45E-5   2.8E-6   3.875626E-5  1.674893E-5 4.5851E-5   5.77179E-6 7.196E-5    4.1023E-5 1.1986E-4   8.6631E-5  12.01030189 23.48982543   2.53066265 2.97626896 0.52454388          0.32288956 2.53066265 2.97626896   true          12.100002    -99.       none         12.45204           1.435835                false    N/A        -99.0   
